 project_id | tenant_id | academic_session_id | person_id | state | interest_type |      register_timestamp       
       4387 | ug4       |                   8 |      1361 |     0 |             0 | 2020-02-17 12:22:16.71784+00
       4388 | ug4       |                   8 |      1361 |     0 |             0 | 2020-02-17 12:27:08.31398+00
       4389 | ug4       |                   8 |      1361 |     0 |             0 | 2020-02-17 12:53:40.792212+00
       4390 | ug4       |                   8 |      4012 |     0 |             0 | 2020-02-17 12:54:28.775833+00
       4391 | ug4       |                   8 |      5340 |     0 |             0 | 2020-02-17 13:27:30.134944+00
       4392 | ug4       |                   8 |      5340 |     0 |             0 | 2020-02-17 13:27:54.578624+00
       4393 | ug4       |                   8 |      5340 |     0 |             0 | 2020-02-17 13:28:13.363991+00
       4394 | ug4       |                   8 |      1990 |     0 |             0 | 2020-02-17 15:42:10.383574+00
       4395 | ug4       |                   8 |      1990 |     0 |             0 | 2020-02-17 16:04:20.502646+00
       4396 | ug4       |                   8 |      1990 |     0 |             0 | 2020-02-17 16:12:41.857553+00
       4398 | ug4       |                   8 |      1324 |     0 |             0 | 2020-02-18 15:27:19.099252+00
       4399 | ug4       |                   8 |      6523 |     0 |             0 | 2020-02-19 09:28:33.75739+00
       4400 | ug4       |                   8 |      1388 |     0 |             0 | 2020-02-19 10:58:29.750513+00
       4401 | ug4       |                   8 |      1351 |     0 |             0 | 2020-02-19 13:31:46.570716+00
       4402 | ug4       |                   8 |      6985 |     0 |             0 | 2020-02-19 14:55:05.918766+00
       4403 | ug4       |                   8 |      6985 |     0 |             0 | 2020-02-19 15:18:13.628372+00
       4404 | ug4       |                   8 |      1324 |     0 |             0 | 2020-02-19 16:07:16.688002+00
       4405 | ug4       |                   8 |      1322 |     0 |             0 | 2020-02-19 20:21:26.372473+00
       4406 | ug4       |                   8 |      1322 |     0 |             0 | 2020-02-19 20:26:00.208553+00
       4407 | ug4       |                   8 |      1322 |     0 |             0 | 2020-02-19 20:30:36.269092+00
       4408 | ug4       |                   8 |      1340 |     0 |             0 | 2020-02-20 11:29:48.698836+00
       4410 | ug4       |                   8 |      1340 |     0 |             0 | 2020-02-20 11:44:20.849152+00
       4411 | ug4       |                   8 |      1340 |     0 |             0 | 2020-02-20 12:08:35.628113+00
       4413 | ug4       |                   8 |      1328 |     0 |             0 | 2020-02-20 15:33:56.701827+00
       4414 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 15:41:26.764708+00
       4415 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 15:43:11.633481+00
       4416 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 15:44:23.107023+00
       4417 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 15:50:45.483105+00
       4418 | ug4       |                   8 |      6523 |     0 |             0 | 2020-02-20 15:54:34.782544+00
       4419 | ug4       |                   8 |      6523 |     0 |             0 | 2020-02-20 16:02:23.374258+00
       4420 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 16:04:06.511935+00
       4388 | ug4       |                   8 |      6523 |     0 |             0 | 2020-02-20 16:08:09.266978+00
       4421 | ug4       |                   8 |      1380 |     0 |             0 | 2020-02-20 16:18:05.700753+00
       4425 | ug4       |                   8 |      5654 |     0 |             0 | 2020-02-20 21:00:50.544747+00
       4426 | ug4       |                   8 |      5654 |     0 |             0 | 2020-02-20 21:52:04.789769+00
       4427 | ug4       |                   8 |      5654 |     0 |             0 | 2020-02-20 22:53:17.459571+00
       4429 | ug4       |                   8 |      1395 |     0 |             0 | 2020-02-21 08:45:16.954934+00
       4430 | ug4       |                   8 |      1395 |     0 |             0 | 2020-02-21 08:46:17.850927+00
       4431 | ug4       |                   8 |      1395 |     0 |             0 | 2020-02-21 08:47:09.562574+00
       4432 | ug4       |                   8 |      1341 |     0 |             0 | 2020-02-21 09:58:23.945824+00
       4433 | ug4       |                   8 |      1341 |     0 |             0 | 2020-02-21 10:00:01.061991+00
       4434 | ug4       |                   8 |      7109 |     0 |             0 | 2020-02-21 10:01:35.458831+00
       4436 | ug4       |                   8 |      1341 |     0 |             0 | 2020-02-21 10:06:14.518777+00
       4438 | ug4       |                   8 |      1341 |     0 |             0 | 2020-02-21 10:11:42.300359+00
       4437 | ug4       |                   8 |      3073 |     0 |             0 | 2020-02-21 10:12:09.226549+00
       4439 | ug4       |                   8 |      2060 |     0 |             0 | 2020-02-21 10:15:24.29055+00
       4440 | ug4       |                   8 |      2060 |     0 |             0 | 2020-02-21 10:22:15.185315+00
       4441 | ug4       |                   8 |      2060 |     0 |             0 | 2020-02-21 10:24:12.22689+00
       4442 | ug4       |                   8 |      4282 |     0 |             0 | 2020-02-21 13:38:50.956065+00
       4443 | ug4       |                   8 |      1392 |     0 |             0 | 2020-02-21 13:38:53.966116+00
       4444 | ug4       |                   8 |      1392 |     0 |             0 | 2020-02-21 13:39:47.975998+00
       4445 | ug4       |                   8 |      1392 |     0 |             0 | 2020-02-21 13:40:32.215264+00
       4446 | ug4       |                   8 |      1392 |     0 |             0 | 2020-02-21 13:41:03.081578+00
       4447 | ug4       |                   8 |      1392 |     0 |             0 | 2020-02-21 13:41:58.909424+00
       4448 | ug4       |                   8 |      4282 |     0 |             0 | 2020-02-21 13:55:04.331199+00
       4449 | ug4       |                   8 |      4282 |     0 |             0 | 2020-02-21 13:58:33.605439+00
       4450 | ug4       |                   8 |      7186 |     0 |             0 | 2020-02-21 14:03:30.577003+00
       4451 | ug4       |                   8 |      7186 |     0 |             0 | 2020-02-21 14:11:41.901606+00
       4412 | ug4       |                   8 |      1333 |     0 |             0 | 2020-02-21 14:12:25.455081+00
       4452 | ug4       |                   8 |      7186 |     0 |             0 | 2020-02-21 14:17:51.684417+00
       4453 | ug4       |                   8 |      7186 |     0 |             0 | 2020-02-21 14:23:31.349447+00
       4454 | ug4       |                   8 |      4282 |     0 |             0 | 2020-02-21 15:02:36.800125+00
       4455 | ug4       |                   8 |      1348 |     0 |             0 | 2020-02-21 15:05:14.929004+00
       4456 | ug4       |                   8 |      1344 |     0 |             0 | 2020-02-21 15:10:10.573972+00
       4457 | ug4       |                   8 |      1344 |     0 |             0 | 2020-02-21 15:10:41.518398+00
       4458 | ug4       |                   8 |      1344 |     0 |             0 | 2020-02-21 15:11:08.192939+00
       4459 | ug4       |                   8 |      2496 |     0 |             0 | 2020-02-21 15:31:38.963471+00
       4460 | ug4       |                   8 |      1348 |     0 |             0 | 2020-02-21 15:33:21.557278+00
       4461 | ug4       |                   8 |      1328 |     0 |             0 | 2020-02-21 16:10:21.974572+00
       4462 | ug4       |                   8 |      1378 |     0 |             0 | 2020-02-21 16:41:13.712003+00
       4463 | ug4       |                   8 |      1378 |     0 |             0 | 2020-02-21 16:42:11.480695+00
       4464 | ug4       |                   8 |      1378 |     0 |             0 | 2020-02-21 16:42:59.880188+00
       4465 | ug4       |                   8 |      3073 |     0 |             0 | 2020-02-21 18:00:55.755538+00
       4466 | ug4       |                   8 |      3073 |     0 |             0 | 2020-02-21 18:03:42.628986+00
       4467 | ug4       |                   8 |      3073 |     0 |             0 | 2020-02-21 18:06:15.371058+00
       4468 | ug4       |                   8 |      3073 |     0 |             0 | 2020-02-21 18:08:58.140815+00
       4469 | ug4       |                   8 |      2496 |     0 |             0 | 2020-02-21 18:14:20.744526+00
       4470 | ug4       |                   8 |      4006 |     0 |             0 | 2020-02-21 18:21:26.402377+00
       4471 | ug4       |                   8 |      1333 |     0 |             0 | 2020-02-21 18:28:34.336266+00
       4472 | ug4       |                   8 |      1333 |     0 |             0 | 2020-02-21 18:31:17.852254+00
       4473 | ug4       |                   8 |      4006 |     0 |             0 | 2020-02-21 18:32:11.134164+00
       4474 | ug4       |                   8 |      5236 |     0 |             0 | 2020-02-21 18:33:07.51362+00
       4475 | ug4       |                   8 |      2496 |     0 |             0 | 2020-02-21 18:50:59.842538+00
       4476 | ug4       |                   8 |      1333 |     0 |             0 | 2020-02-21 19:18:30.611214+00
       4477 | ug4       |                   8 |      7119 |     0 |             0 | 2020-02-21 21:07:15.7746+00
       4478 | ug4       |                   8 |      7119 |     0 |             0 | 2020-02-21 22:02:54.95525+00
       4479 | ug4       |                   8 |      7119 |     0 |             0 | 2020-02-21 22:20:32.320054+00
       4480 | ug4       |                   8 |      2094 |     0 |             0 | 2020-02-21 23:29:26.22299+00
       4481 | ug4       |                   8 |      2094 |     0 |             0 | 2020-02-21 23:42:43.061761+00
       4470 | ug4       |                   8 |      1358 |     0 |             0 | 2020-02-22 10:03:24.646393+00
       4473 | ug4       |                   8 |      1358 |     0 |             0 | 2020-02-22 10:04:08.362217+00
       4482 | ug4       |                   8 |      7139 |     0 |             0 | 2020-02-22 15:21:47.05099+00
       4483 | ug4       |                   8 |      7139 |     0 |             0 | 2020-02-22 15:28:19.035735+00
       4484 | ug4       |                   8 |      7139 |     0 |             0 | 2020-02-22 15:34:42.300438+00
       4485 | ug4       |                   8 |      1344 |     0 |             0 | 2020-02-22 21:56:09.174807+00
       4486 | ug4       |                   8 |      1933 |     0 |             0 | 2020-02-22 22:24:47.906559+00
       4487 | ug4       |                   8 |      1933 |     0 |             0 | 2020-02-22 23:00:57.748293+00
       4488 | ug4       |                   8 |      2097 |     0 |             0 | 2020-02-22 23:07:41.909727+00
       4490 | ug4       |                   8 |      1933 |     0 |             0 | 2020-02-23 13:16:04.737348+00
       4491 | ug4       |                   8 |      1933 |     0 |             0 | 2020-02-23 15:07:18.942105+00
       4492 | ug4       |                   8 |      1933 |     0 |             0 | 2020-02-23 15:33:24.659474+00
       4493 | ug4       |                   8 |      1393 |     0 |             0 | 2020-02-23 16:41:08.900267+00
       4494 | ug4       |                   8 |      1339 |     0 |             0 | 2020-02-23 16:41:21.955899+00
       4495 | ug4       |                   8 |      1339 |     0 |             0 | 2020-02-23 17:44:15.832841+00
       4496 | ug4       |                   8 |      2097 |     0 |             0 | 2020-02-23 18:42:39.047299+00
       4434 | ug4       |                   8 |      1356 |     0 |             0 | 2020-02-23 19:03:45.560632+00
       4497 | ug4       |                   8 |      1329 |     0 |             0 | 2020-02-23 20:55:06.08016+00
       4498 | ug4       |                   8 |      7254 |     0 |             0 | 2020-02-23 21:01:23.470026+00
       4498 | ug4       |                   8 |      1356 |     0 |             0 | 2020-02-23 21:15:37.139045+00
       4499 | ug4       |                   8 |      5175 |     0 |             0 | 2020-02-23 21:45:58.861006+00
       4500 | ug4       |                   8 |      5175 |     0 |             0 | 2020-02-23 21:47:56.353439+00
       4501 | ug4       |                   8 |      5175 |     0 |             0 | 2020-02-23 21:49:30.52074+00
       4502 | ug4       |                   8 |      5175 |     0 |             0 | 2020-02-23 21:56:02.638897+00
       4503 | ug4       |                   8 |      3865 |     0 |             0 | 2020-02-24 04:19:16.984094+00
       4504 | ug4       |                   8 |      3865 |     0 |             0 | 2020-02-24 04:19:39.607709+00
       4505 | ug4       |                   8 |      3865 |     0 |             0 | 2020-02-24 04:20:15.667905+00
       4506 | ug4       |                   8 |      1393 |     0 |             0 | 2020-02-24 11:13:39.598888+00
       4507 | ug4       |                   8 |      1393 |     0 |             0 | 2020-02-24 11:24:38.97907+00
       4488 | ug4       |                   8 |      2496 |     0 |             0 | 2020-02-24 11:36:02.603698+00
       4496 | ug4       |                   8 |      2496 |     0 |             0 | 2020-02-24 11:36:29.32915+00
       4509 | ug4       |                   8 |      1332 |     0 |             0 | 2020-02-24 11:50:05.017753+00
       4510 | ug4       |                   8 |      1332 |     0 |             0 | 2020-02-24 11:50:59.822561+00
       4511 | ug4       |                   8 |      1332 |     0 |             0 | 2020-02-24 11:51:31.770579+00
       4512 | ug4       |                   8 |      1363 |     0 |             0 | 2020-02-24 11:55:28.672444+00
       4513 | ug4       |                   8 |      5572 |     0 |             0 | 2020-02-24 11:55:30.275881+00
       4514 | ug4       |                   8 |      1363 |     0 |             0 | 2020-02-24 11:59:53.289553+00
       4515 | ug4       |                   8 |      1363 |     0 |             0 | 2020-02-24 12:05:02.572663+00
       4516 | ug4       |                   8 |      1332 |     0 |             0 | 2020-02-24 12:36:16.936408+00
       4517 | ug4       |                   8 |      1331 |     0 |             0 | 2020-02-24 12:44:42.788618+00
       4518 | ug4       |                   8 |      1331 |     0 |             0 | 2020-02-24 12:45:35.446333+00
       4519 | ug4       |                   8 |      1370 |     0 |             0 | 2020-02-24 12:58:41.536773+00
       4520 | ug4       |                   8 |      1370 |     0 |             0 | 2020-02-24 12:59:16.231631+00
       4521 | ug4       |                   8 |      1370 |     0 |             0 | 2020-02-24 13:00:09.591016+00
       4522 | ug4       |                   8 |      1370 |     0 |             0 | 2020-02-24 13:00:59.120097+00
       4523 | ug4       |                   8 |      5142 |     0 |             0 | 2020-02-24 14:21:31.93789+00
       4524 | ug4       |                   8 |      5142 |     0 |             0 | 2020-02-24 14:27:52.550902+00
       4525 | ug4       |                   8 |      5128 |     0 |             0 | 2020-02-24 15:03:39.803854+00
       4526 | ug4       |                   8 |      6535 |     0 |             0 | 2020-02-24 16:14:41.2002+00
       4527 | ug4       |                   8 |      6535 |     0 |             0 | 2020-02-24 16:28:45.186035+00
       4528 | ug4       |                   8 |      5142 |     0 |             0 | 2020-02-24 16:41:00.987102+00
       4530 | ug4       |                   8 |      1320 |     0 |             0 | 2020-02-24 19:09:16.373388+00
       4531 | ug4       |                   8 |      1320 |     0 |             0 | 2020-02-24 19:09:40.693082+00
       4529 | ug4       |                   8 |      1348 |     0 |             0 | 2020-02-24 19:24:06.906377+00
       4533 | ug4       |                   8 |      1353 |     0 |             0 | 2020-02-25 11:17:19.709738+00
       4534 | ug4       |                   8 |      1353 |     0 |             0 | 2020-02-25 11:20:13.027601+00
       4535 | ug4       |                   8 |      1353 |     0 |             0 | 2020-02-25 11:20:50.007134+00
       4536 | ug4       |                   8 |      1353 |     0 |             0 | 2020-02-25 11:24:46.36039+00
       4537 | ug4       |                   8 |      5659 |     0 |             0 | 2020-02-25 13:25:07.83435+00
       4538 | ug4       |                   8 |      5659 |     0 |             0 | 2020-02-25 13:26:20.413232+00
       4539 | ug4       |                   8 |      5659 |     0 |             0 | 2020-02-25 13:27:16.389664+00
       4540 | ug4       |                   8 |      1384 |     0 |             0 | 2020-02-25 14:00:13.596066+00
       4542 | ug4       |                   8 |      1375 |     0 |             0 | 2020-02-25 17:54:02.3781+00
       4543 | ug4       |                   8 |      7197 |     0 |             0 | 2020-02-25 18:34:57.876578+00
       4544 | ug4       |                   8 |      1375 |     0 |             0 | 2020-02-25 18:46:35.031438+00
       4545 | ug4       |                   8 |      1342 |     0 |             0 | 2020-02-25 18:52:19.844441+00
       4546 | ug4       |                   8 |      1375 |     0 |             0 | 2020-02-25 18:56:12.316556+00
       4547 | ug4       |                   8 |      1375 |     0 |             0 | 2020-02-25 19:14:47.161283+00
       4475 | ug4       |                   8 |      2097 |     0 |             0 | 2020-02-25 20:47:37.847349+00
       4549 | ug4       |                   8 |      7197 |     0 |             0 | 2020-02-25 21:04:38.458137+00
       4548 | ug4       |                   8 |      2094 |     0 |             0 | 2020-02-26 09:13:53.524486+00
       4532 | ug4       |                   8 |      1322 |     0 |             0 | 2020-02-26 11:11:48.930081+00
       4551 | ug4       |                   8 |      7119 |     0 |             0 | 2020-02-26 12:33:56.679886+00
       4541 | ug4       |                   8 |      1356 |     0 |             0 | 2020-02-26 12:59:15.181718+00
       4552 | ug4       |                   8 |      1338 |     0 |             0 | 2020-02-26 13:23:54.356308+00
       4553 | ug4       |                   8 |      1338 |     0 |             0 | 2020-02-26 13:32:13.964252+00
       4554 | ug4       |                   8 |      1338 |     0 |             0 | 2020-02-26 13:50:33.002565+00
       4555 | ug4       |                   8 |      1338 |     0 |             0 | 2020-02-26 13:57:43.926517+00
       4557 | ug4       |                   8 |      1318 |     0 |             0 | 2020-02-26 17:18:39.949805+00
       4558 | ug4       |                   8 |      1341 |     0 |             0 | 2020-02-26 19:54:24.590105+00
       4561 | ug4       |                   8 |      1330 |     0 |             0 | 2020-02-27 07:08:27.10434+00
       4562 | ug4       |                   8 |      1330 |     0 |             0 | 2020-02-27 07:10:11.971273+00
       4411 | ug4       |                   8 |      6523 |     0 |             0 | 2020-02-27 13:22:14.16866+00
       4560 | ug4       |                   8 |      1333 |     0 |             0 | 2020-02-27 18:11:19.294983+00
       4564 | ug4       |                   8 |      1996 |     0 |             0 | 2020-02-27 21:07:56.906624+00
       4567 | ug4       |                   8 |      1987 |     0 |             0 | 2020-02-28 09:39:18.634219+00
       4568 | ug4       |                   8 |      1987 |     0 |             0 | 2020-02-28 10:12:12.519704+00
       4559 | ug4       |                   8 |      4012 |     0 |             0 | 2020-02-28 11:28:54.398421+00
       4569 | ug4       |                   8 |      1987 |     0 |             0 | 2020-02-28 11:44:43.807554+00
       4570 | ug4       |                   8 |      7197 |     0 |             0 | 2020-02-28 15:47:28.060051+00
       4571 | ug4       |                   8 |      3901 |     0 |             0 | 2020-02-28 22:05:56.123276+00
       4573 | ug4       |                   8 |      1996 |     0 |             0 | 2020-03-01 11:52:26.368741+00
       4574 | ug4       |                   8 |      1366 |     0 |             0 | 2020-03-01 12:05:49.168788+00
       4575 | ug4       |                   8 |      1366 |     0 |             0 | 2020-03-01 12:10:56.863698+00
       4576 | ug4       |                   8 |      1996 |     0 |             0 | 2020-03-01 12:14:08.718049+00
       4577 | ug4       |                   8 |      1366 |     0 |             0 | 2020-03-01 12:14:37.189448+00
       4578 | ug4       |                   8 |      1996 |     0 |             0 | 2020-03-01 15:00:35.075537+00
       4580 | ug4       |                   8 |      1335 |     0 |             0 | 2020-03-02 07:06:05.690943+00
       4581 | ug4       |                   8 |      1335 |     0 |             0 | 2020-03-02 07:12:24.094228+00
       4582 | ug4       |                   8 |      1335 |     0 |             0 | 2020-03-02 07:27:47.746249+00
       4579 | ug4       |                   8 |      3901 |     0 |             0 | 2020-03-02 08:29:20.709652+00
       4584 | ug4       |                   8 |      1984 |     0 |             0 | 2020-03-02 11:58:22.817696+00
       4556 | ug4       |                   8 |      1393 |     0 |             0 | 2020-03-02 14:53:56.86037+00
       4586 | ug4       |                   8 |      7119 |     0 |             0 | 2020-03-02 15:37:31.569033+00
       4550 | ug4       |                   8 |      3865 |     0 |             0 | 2020-03-02 15:44:47.904587+00
       4588 | ug4       |                   8 |      1390 |     0 |             0 | 2020-03-02 18:08:59.061714+00
       4589 | ug4       |                   8 |      5128 |     0 |             0 | 2020-03-02 20:18:29.605259+00
       4593 | ug4       |                   8 |      5128 |     0 |             0 | 2020-03-03 10:53:39.58017+00
       4594 | ug4       |                   8 |      1341 |     0 |             0 | 2020-03-03 12:01:38.201288+00
       4597 | ug4       |                   8 |      1350 |     0 |             0 | 2020-03-03 16:05:25.544363+00
       4597 | ug4       |                   8 |      6001 |     0 |             0 | 2020-03-04 09:20:12.874512+00
       4601 | ug4       |                   8 |      1338 |     0 |             0 | 2020-03-04 11:31:49.329368+00
       4602 | ug4       |                   8 |      2097 |     0 |             0 | 2020-03-04 13:53:37.145456+00
       4587 | ug4       |                   8 |      3865 |     0 |             0 | 2020-03-06 13:25:47.554287+00
       4603 | ug4       |                   8 |      2097 |     0 |             0 | 2020-03-06 18:53:00.96997+00
       4604 | ug4       |                   8 |      7552 |     0 |             0 | 2020-03-08 22:22:31.483324+00
       4605 | ug4       |                   8 |      1374 |     0 |             0 | 2020-03-10 16:27:53.851323+00
       4606 | ug4       |                   8 |      1374 |     0 |             0 | 2020-03-10 17:33:11.842728+00
       4608 | ug4       |                   8 |      7254 |     0 |             0 | 2020-03-11 16:21:21.397192+00
       4541 | ug4       |                   8 |      7254 |     0 |             0 | 2020-03-11 16:27:42.169546+00
       4608 | ug4       |                   8 |      1356 |     0 |             0 | 2020-03-11 16:28:50.060791+00
       4600 | ug4       |                   8 |      1388 |     0 |             0 | 2020-03-15 21:28:53.057901+00
       4592 | ug4       |                   8 |      1342 |     0 |             0 | 2020-03-16 09:03:57.10134+00
       4590 | ug4       |                   8 |      1324 |     0 |             0 | 2020-03-19 16:21:51.264298+00
       4610 | ug4       |                   8 |      1328 |     0 |             0 | 2020-03-19 21:10:49.984883+00
       4612 | ug4       |                   8 |      7197 |     0 |             0 | 2020-03-21 12:25:29.158005+00
       4583 | ug4       |                   8 |      1330 |     0 |             0 | 2020-03-23 12:14:10.493792+00
       4585 | ug4       |                   8 |      7309 |     0 |             0 | 2020-03-26 18:30:11.850057+00
       4565 | ug4       |                   8 |      1337 |     0 |             0 | 2020-03-30 09:50:10.324807+00
(240 rows)

