 person_id | tenant_id | academic_session_id |  role_id   
      1374 | ug4       |                   8 | supervisor
      8340 | ug4       |                   8 | student
      8343 | ug4       |                   8 | student
      8346 | ug4       |                   8 | student
      8349 | ug4       |                   8 | student
      8352 | ug4       |                   8 | student
      6623 | ug4       |                   8 | student
      8356 | ug4       |                   8 | student
      1387 | ug4       |                   8 | supervisor
      7723 | ug4       |                   8 | student
      8359 | ug4       |                   8 | student
      8362 | ug4       |                   8 | student
      5548 | ug4       |                   8 | student
      8365 | ug4       |                   8 | student
      5602 | ug4       |                   8 | student
      3060 | ug4       |                   8 | manager
      8366 | ug4       |                   8 | student
      8382 | ug4       |                   8 | student
      8385 | ug4       |                   8 | supervisor
      1376 | ug4       |                   8 | supervisor
      8392 | ug4       |                   8 | student
      8393 | ug4       |                   8 | student
      6854 | ug4       |                   8 | student
      8396 | ug4       |                   8 | student
      6419 | ug4       |                   8 | student
      5908 | ug4       |                   8 | student
      8400 | ug4       |                   8 | student
      6593 | ug4       |                   8 | student
      8403 | ug4       |                   8 | student
      6265 | ug4       |                   8 | student
      7309 | ug4       |                   8 | supervisor
      6667 | ug4       |                   8 | student
      3117 | ug4       |                   8 | supervisor
      6458 | ug4       |                   8 | student
      6352 | ug4       |                   8 | student
      4639 | ug4       |                   8 | student
      6409 | ug4       |                   8 | student
      5589 | ug4       |                   8 | student
      5498 | ug4       |                   8 | student
      6446 | ug4       |                   8 | student
      5518 | ug4       |                   8 | student
      1833 | ug4       |                   8 | supervisor
      4744 | ug4       |                   8 | student
      6473 | ug4       |                   8 | student
      8404 | ug4       |                   8 | student
      6387 | ug4       |                   8 | student
      8405 | ug4       |                   8 | student
      6670 | ug4       |                   8 | student
      5087 | ug4       |                   8 | student
      5188 | ug4       |                   8 | student
      3252 | ug4       |                   8 | student
      3136 | ug4       |                   8 | manager
      5436 | ug4       |                   8 | student
      6470 | ug4       |                   8 | student
      6485 | ug4       |                   8 | student
      5457 | ug4       |                   8 | student
      5389 | ug4       |                   8 | student
      5393 | ug4       |                   8 | student
      5417 | ug4       |                   8 | student
      4782 | ug4       |                   8 | student
      5328 | ug4       |                   8 | student
      6498 | ug4       |                   8 | student
      6520 | ug4       |                   8 | student
      4923 | ug4       |                   8 | student
      5374 | ug4       |                   8 | supervisor
      4888 | ug4       |                   8 | student
      6399 | ug4       |                   8 | student
      6807 | ug4       |                   8 | student
      1383 | ug4       |                   8 | supervisor
      2663 | ug4       |                   8 | student
      3388 | ug4       |                   8 | student
      6632 | ug4       |                   8 | student
      5496 | ug4       |                   8 | student
      5505 | ug4       |                   8 | student
      4985 | ug4       |                   8 | student
      6437 | ug4       |                   8 | student
      3724 | ug4       |                   8 | student
      4986 | ug4       |                   8 | student
      5473 | ug4       |                   8 | student
      3842 | ug4       |                   8 | supervisor
      1355 | ug4       |                   8 | supervisor
      5432 | ug4       |                   8 | student
      1368 | ug4       |                   8 | supervisor
      1325 | ug4       |                   8 | supervisor
      4891 | ug4       |                   8 | student
      7257 | ug4       |                   8 | supervisor
      1763 | ug4       |                   8 | supervisor
      5242 | ug4       |                   8 | student
      5622 | ug4       |                   8 | supervisor
      5280 | ug4       |                   8 | supervisor
      6978 | ug4       |                   8 | student
      8438 | ug4       |                   8 | manager
      6604 | ug4       |                   8 | student
      5166 | ug4       |                   8 | student
      1327 | ug4       |                   8 | supervisor
      3980 | ug4       |                   8 | supervisor
      8447 | ug4       |                   8 | student
      8448 | ug4       |                   8 | supervisor
      5444 | ug4       |                   8 | student
      7332 | ug4       |                   8 | student
      8451 | ug4       |                   8 | student
      6840 | ug4       |                   8 | student
      1341 | ug4       |                   8 | manager
      6787 | ug4       |                   8 | student
      3965 | ug4       |                   8 | manager
      7153 | ug4       |                   8 | student
      8462 | ug4       |                   8 | student
      8463 | ug4       |                   8 | student
      6876 | ug4       |                   8 | student
      8465 | ug4       |                   8 | student
      6560 | ug4       |                   8 | student
      8474 | ug4       |                   8 | supervisor
      8476 | ug4       |                   8 | supervisor
      6810 | ug4       |                   8 | student
      8493 | ug4       |                   8 | student
      6841 | ug4       |                   8 | student
      3605 | ug4       |                   8 | student
      6425 | ug4       |                   8 | student
      8498 | ug4       |                   8 | student
      6551 | ug4       |                   8 | student
      6690 | ug4       |                   8 | student
      3519 | ug4       |                   8 | student
      5698 | ug4       |                   8 | student
      3812 | ug4       |                   8 | student
      5508 | ug4       |                   8 | student
      6760 | ug4       |                   8 | student
      8523 | ug4       |                   8 | student
      5877 | ug4       |                   8 | student
      5476 | ug4       |                   8 | student
      5677 | ug4       |                   8 | student
      5523 | ug4       |                   8 | student
      6801 | ug4       |                   8 | student
      8531 | ug4       |                   8 | student
      6769 | ug4       |                   8 | student
      6610 | ug4       |                   8 | student
      6813 | ug4       |                   8 | student
      6715 | ug4       |                   8 | student
      8538 | ug4       |                   8 | student
      8539 | ug4       |                   8 | supervisor
      8543 | ug4       |                   8 | supervisor
      8544 | ug4       |                   8 | student
      5557 | ug4       |                   8 | student
      8569 | ug4       |                   8 | student
      8591 | ug4       |                   8 | supervisor
      8614 | ug4       |                   8 | supervisor
      8616 | ug4       |                   8 | supervisor
      8626 | ug4       |                   8 | supervisor
      8629 | ug4       |                   8 | student
      8648 | ug4       |                   8 | student
      8654 | ug4       |                   8 | student
      8661 | ug4       |                   8 | student
      8663 | ug4       |                   8 | supervisor
      8666 | ug4       |                   8 | supervisor
      8671 | ug4       |                   8 | supervisor
      8713 | ug4       |                   8 | student
      8729 | ug4       |                   8 | student
      8714 | ug4       |                   8 | supervisor
      3890 | ug4       |                   8 | manager
      8734 | ug4       |                   8 | supervisor
      8738 | ug4       |                   8 | supervisor
      8743 | ug4       |                   8 | supervisor
      8746 | ug4       |                   8 | supervisor
      8766 | ug4       |                   8 | supervisor
      8772 | ug4       |                   8 | supervisor
      3782 | ug4       |                   8 | supervisor
      8778 | ug4       |                   8 | supervisor
      8792 | ug4       |                   8 | supervisor
      6529 | ug4       |                   8 | supervisor
      1343 | ug4       |                   8 | supervisor
      1321 | ug4       |                   8 | supervisor
      8918 | ug4       |                   8 | student
      8940 | ug4       |                   8 | supervisor
      8943 | ug4       |                   8 | supervisor
      4708 | ug4       |                   8 | supervisor
      8976 | ug4       |                   8 | supervisor
      1775 | ug4       |                   8 | supervisor
      9007 | ug4       |                   8 | student
      7321 | ug4       |                   8 | supervisor
      4597 | ug4       |                   8 | supervisor
      1359 | ug4       |                   8 | supervisor
      9035 | ug4       |                   8 | supervisor
      9044 | ug4       |                   8 | supervisor
      9053 | ug4       |                   8 | student
      9162 | ug4       |                   8 | supervisor
      2228 | ug4       |                   8 | supervisor
      9263 | ug4       |                   8 | supervisor
      9395 | ug4       |                   8 | student
      9419 | ug4       |                   8 | student
      9420 | ug4       |                   8 | student
      9433 | ug4       |                   8 | student
      3888 | ug4       |                   8 | manager
      9449 | ug4       |                   8 | manager
      9450 | ug4       |                   8 | student
      9471 | ug4       |                   8 | student
      9475 | ug4       |                   8 | student
      9482 | ug4       |                   8 | student
      9485 | ug4       |                   8 | student
      9488 | ug4       |                   8 | student
      9491 | ug4       |                   8 | student
      9495 | ug4       |                   8 | student
      9516 | ug4       |                   8 | student
      5277 | ug4       |                   8 | student
      6825 | ug4       |                   8 | student
      9519 | ug4       |                   8 | student
      9522 | ug4       |                   8 | student
      9523 | ug4       |                   8 | student
      9527 | ug4       |                   8 | student
      9531 | ug4       |                   8 | student
      9535 | ug4       |                   8 | student
      9539 | ug4       |                   8 | student
      9543 | ug4       |                   8 | student
      9547 | ug4       |                   8 | student
      9548 | ug4       |                   8 | student
      9552 | ug4       |                   8 | student
      9555 | ug4       |                   8 | student
      9558 | ug4       |                   8 | student
      9559 | ug4       |                   8 | student
      6972 | ug4       |                   8 | student
      9563 | ug4       |                   8 | student
      9565 | ug4       |                   8 | student
      9569 | ug4       |                   8 | student
      9573 | ug4       |                   8 | student
