 project_id | tenant_id | academic_session_id | person_id | state | interest_type |      register_timestamp       
       2781 | ug4       |                   6 |      3865 |     0 |             0 | 2018-02-23 18:13:48.836068+00
       2782 | ug4       |                   6 |      1359 |     0 |             0 | 2018-02-23 18:17:25.551021+00
       2783 | ug4       |                   6 |      3865 |     0 |             0 | 2018-02-23 18:21:28.77624+00
       2784 | ug4       |                   6 |      1392 |     0 |             0 | 2018-02-23 18:23:54.614713+00
       2785 | ug4       |                   6 |      3865 |     0 |             0 | 2018-02-23 18:27:57.010999+00
       2787 | ug4       |                   6 |      2496 |     0 |             0 | 2018-02-23 22:00:47.926399+00
       2789 | ug4       |                   6 |      3443 |     0 |             0 | 2018-02-23 22:25:47.630721+00
       2791 | ug4       |                   6 |      3443 |     0 |             0 | 2018-02-23 22:30:51.402316+00
       2792 | ug4       |                   6 |      3443 |     0 |             0 | 2018-02-23 22:35:34.054022+00
       2793 | ug4       |                   6 |      1383 |     0 |             0 | 2018-02-24 16:56:59.547919+00
       2794 | ug4       |                   6 |      1324 |     0 |             0 | 2018-02-24 17:51:30.348492+00
       2795 | ug4       |                   6 |      1393 |     0 |             0 | 2018-02-24 18:36:37.923859+00
       2798 | ug4       |                   6 |      1393 |     0 |             0 | 2018-02-24 18:38:47.50102+00
       2799 | ug4       |                   6 |      1393 |     0 |             0 | 2018-02-24 18:40:09.123594+00
       2800 | ug4       |                   6 |      1388 |     0 |             0 | 2018-02-24 22:52:09.39159+00
       2802 | ug4       |                   6 |      1388 |     0 |             0 | 2018-02-24 22:52:58.692162+00
       2803 | ug4       |                   6 |      3647 |     0 |             0 | 2018-02-24 22:55:23.059147+00
       2804 | ug4       |                   6 |      1388 |     0 |             0 | 2018-02-24 22:55:30.509693+00
       2805 | ug4       |                   6 |      3647 |     0 |             0 | 2018-02-24 22:57:18.470237+00
       2806 | ug4       |                   6 |      3647 |     0 |             0 | 2018-02-24 22:58:28.123356+00
       2808 | ug4       |                   6 |      1325 |     0 |             0 | 2018-02-25 00:00:07.831029+00
       2809 | ug4       |                   6 |      1325 |     0 |             0 | 2018-02-25 00:06:13.28495+00
       2810 | ug4       |                   6 |      1325 |     0 |             0 | 2018-02-25 00:18:03.804153+00
       2812 | ug4       |                   6 |      1361 |     0 |             0 | 2018-02-25 00:45:29.390795+00
       2813 | ug4       |                   6 |      1361 |     0 |             0 | 2018-02-25 00:47:59.076475+00
       2814 | ug4       |                   6 |      1361 |     0 |             0 | 2018-02-25 00:50:59.131953+00
       2815 | ug4       |                   6 |      1339 |     0 |             0 | 2018-02-25 12:18:34.942682+00
       2816 | ug4       |                   6 |      1339 |     0 |             0 | 2018-02-25 14:05:27.244293+00
       2817 | ug4       |                   6 |      1352 |     0 |             0 | 2018-02-25 14:52:43.902998+00
       2818 | ug4       |                   6 |      1352 |     0 |             0 | 2018-02-25 14:53:44.510879+00
       2819 | ug4       |                   6 |      1352 |     0 |             0 | 2018-02-25 15:02:23.795244+00
       2820 | ug4       |                   6 |      1352 |     0 |             0 | 2018-02-25 15:19:03.830842+00
       2821 | ug4       |                   6 |      3794 |     0 |             0 | 2018-02-25 18:18:49.992674+00
       2822 | ug4       |                   6 |      1336 |     0 |             0 | 2018-02-25 19:04:16.533188+00
       2823 | ug4       |                   6 |      1351 |     0 |             0 | 2018-02-25 19:20:38.587679+00
       2824 | ug4       |                   6 |      1336 |     0 |             0 | 2018-02-25 20:07:21.654374+00
       2826 | ug4       |                   6 |      1833 |     0 |             0 | 2018-02-25 20:23:16.466294+00
       2827 | ug4       |                   6 |      1833 |     0 |             0 | 2018-02-25 20:25:16.082806+00
       2828 | ug4       |                   6 |      1370 |     0 |             0 | 2018-02-25 22:13:43.495457+00
       2829 | ug4       |                   6 |      1370 |     0 |             0 | 2018-02-25 22:15:24.389891+00
       2830 | ug4       |                   6 |      1370 |     0 |             0 | 2018-02-25 22:28:54.564774+00
       2832 | ug4       |                   6 |      1336 |     0 |             0 | 2018-02-25 22:34:43.820915+00
       2833 | ug4       |                   6 |      1330 |     0 |             0 | 2018-02-25 23:32:42.348746+00
       2834 | ug4       |                   6 |      1330 |     0 |             0 | 2018-02-25 23:34:32.431675+00
       2835 | ug4       |                   6 |      1375 |     0 |             0 | 2018-02-25 23:53:28.306575+00
       2836 | ug4       |                   6 |      1375 |     0 |             0 | 2018-02-25 23:59:26.322262+00
       2837 | ug4       |                   6 |      1330 |     0 |             0 | 2018-02-26 00:25:55.491415+00
       2838 | ug4       |                   6 |      1388 |     0 |             0 | 2018-02-26 09:53:29.63725+00
       2839 | ug4       |                   6 |      1366 |     0 |             0 | 2018-02-26 09:57:59.660025+00
       2840 | ug4       |                   6 |      1363 |     0 |             0 | 2018-02-26 10:00:23.225894+00
       2841 | ug4       |                   6 |      1332 |     0 |             0 | 2018-02-26 10:03:33.810457+00
       2842 | ug4       |                   6 |      1363 |     0 |             0 | 2018-02-26 10:07:24.512679+00
       2843 | ug4       |                   6 |      1363 |     0 |             0 | 2018-02-26 10:13:08.594421+00
       2844 | ug4       |                   6 |      1363 |     0 |             0 | 2018-02-26 10:17:58.117823+00
       2845 | ug4       |                   6 |      1332 |     0 |             0 | 2018-02-26 10:33:49.523527+00
       2846 | ug4       |                   6 |      1366 |     0 |             0 | 2018-02-26 11:45:20.641193+00
       2848 | ug4       |                   6 |      1366 |     0 |             0 | 2018-02-26 12:24:25.210086+00
       2787 | ug4       |                   6 |      2097 |     0 |             0 | 2018-02-26 13:52:06.235012+00
       2849 | ug4       |                   6 |      2068 |     0 |             0 | 2018-02-26 18:40:08.931988+00
       2850 | ug4       |                   6 |      2068 |     0 |             0 | 2018-02-26 18:42:32.984029+00
       2851 | ug4       |                   6 |      2068 |     0 |             0 | 2018-02-26 18:43:14.719176+00
       2853 | ug4       |                   6 |      1348 |     0 |             0 | 2018-02-26 23:16:25.178869+00
       2854 | ug4       |                   6 |      1348 |     0 |             0 | 2018-02-26 23:23:47.992178+00
       2855 | ug4       |                   6 |      1348 |     0 |             0 | 2018-02-27 12:37:04.078847+00
       2807 | ug4       |                   6 |      1368 |     0 |             0 | 2018-02-27 23:18:57.477479+00
       2740 | ug4       |                   6 |      1368 |     0 |             0 | 2018-02-27 23:22:27.444452+00
       2856 | ug4       |                   6 |      1778 |     0 |             0 | 2018-03-01 17:29:45.393607+00
       2859 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:13:14.585746+00
       2860 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:13:45.145916+00
       2861 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:14:15.493489+00
       2862 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:14:58.742448+00
       2863 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:15:43.108527+00
       2864 | ug4       |                   6 |      1380 |     0 |             0 | 2018-03-02 17:16:30.06634+00
       2865 | ug4       |                   6 |      1376 |     0 |             0 | 2018-03-03 02:42:00.003411+00
       2866 | ug4       |                   6 |      1376 |     0 |             0 | 2018-03-03 02:51:09.064005+00
       2868 | ug4       |                   6 |      1376 |     0 |             0 | 2018-03-03 02:57:53.213866+00
       2869 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 16:14:02.647494+00
       2870 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 16:16:20.00629+00
       2871 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 16:19:35.488677+00
       2872 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 16:21:49.433996+00
       2873 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 16:24:35.223853+00
       2874 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 18:35:24.294883+00
       2875 | ug4       |                   6 |      1367 |     0 |             0 | 2018-03-03 19:28:59.718027+00
       2877 | ug4       |                   6 |      4461 |     0 |             0 | 2018-03-03 22:19:55.594748+00
       2878 | ug4       |                   6 |      1389 |     0 |             0 | 2018-03-04 02:28:48.688539+00
       2879 | ug4       |                   6 |      1389 |     0 |             0 | 2018-03-04 02:53:22.556545+00
       2881 | ug4       |                   6 |      1389 |     0 |             0 | 2018-03-04 05:54:12.970064+00
       2882 | ug4       |                   6 |      1331 |     0 |             0 | 2018-03-04 11:28:06.542788+00
       2883 | ug4       |                   6 |      1331 |     0 |             0 | 2018-03-04 11:31:36.678466+00
       2884 | ug4       |                   6 |      1331 |     0 |             0 | 2018-03-04 11:34:29.400828+00
       2885 | ug4       |                   6 |      1320 |     0 |             0 | 2018-03-04 16:33:42.460049+00
       2886 | ug4       |                   6 |      1320 |     0 |             0 | 2018-03-04 23:07:37.754541+00
       2887 | ug4       |                   6 |      1351 |     0 |             0 | 2018-03-05 12:11:17.176782+00
       2887 | ug4       |                   6 |      1769 |     0 |             0 | 2018-03-05 17:31:52.981347+00
       2888 | ug4       |                   6 |      1379 |     0 |             0 | 2018-03-05 20:53:17.633984+00
       2890 | ug4       |                   6 |      1351 |     0 |             0 | 2018-03-06 13:52:23.623402+00
       2891 | ug4       |                   6 |      4461 |     0 |             0 | 2018-03-06 20:10:43.315161+00
       2857 | ug4       |                   6 |      3360 |     0 |             0 | 2018-03-08 08:34:23.294703+00
       2892 | ug4       |                   6 |      1333 |     0 |             0 | 2018-03-08 10:53:47.982921+00
       2894 | ug4       |                   6 |      1340 |     0 |             0 | 2018-03-09 14:45:51.859901+00
       2898 | ug4       |                   6 |      1384 |     0 |             0 | 2018-03-09 16:19:41.440907+00
       2899 | ug4       |                   6 |      5031 |     0 |             0 | 2018-03-10 22:07:55.355782+00
       2901 | ug4       |                   6 |      5031 |     0 |             0 | 2018-03-11 01:40:52.837611+00
       2902 | ug4       |                   6 |      5031 |     0 |             0 | 2018-03-11 01:59:58.586082+00
       2897 | ug4       |                   6 |      1327 |     0 |             0 | 2018-03-12 13:53:50.09473+00
       2903 | ug4       |                   6 |      5030 |     0 |             0 | 2018-03-13 10:20:09.584541+00
       2904 | ug4       |                   6 |      5030 |     0 |             0 | 2018-03-13 10:47:11.822778+00
       2906 | ug4       |                   6 |      5030 |     0 |             0 | 2018-03-13 11:11:37.639911+00
       2907 | ug4       |                   6 |      5030 |     0 |             0 | 2018-03-13 11:29:22.438409+00
       2908 | ug4       |                   6 |      1984 |     0 |             0 | 2018-03-16 16:11:22.932501+00
       2909 | ug4       |                   6 |      1324 |     0 |             0 | 2018-03-18 08:46:40.951627+00
       2780 | ug4       |                   6 |      1356 |     0 |             0 | 2018-03-20 17:21:38.36707+00
       2910 | ug4       |                   6 |      5031 |     0 |             0 | 2018-03-29 16:36:04.945432+00
       2870 | ug4       |                   6 |      1833 |     0 |             0 | 2018-04-02 15:34:26.890367+00
       2871 | ug4       |                   6 |      1833 |     0 |             0 | 2018-04-02 15:35:01.473069+00
       2869 | ug4       |                   6 |      1833 |     0 |             0 | 2018-04-02 15:35:18.091405+00
       2914 | ug4       |                   6 |      1342 |     0 |             0 | 2018-04-03 08:51:10.711499+00
       2915 | ug4       |                   6 |      1342 |     0 |             0 | 2018-04-03 08:59:24.404581+00
       2916 | ug4       |                   6 |      1342 |     0 |             0 | 2018-04-03 09:07:41.56245+00
       2887 | ug4       |                   6 |      4012 |     0 |             0 | 2018-04-03 11:23:38.307423+00
       2917 | ug4       |                   6 |      1336 |     0 |             0 | 2018-04-03 19:37:34.830541+00
       2918 | ug4       |                   6 |      5031 |     0 |             0 | 2018-04-04 19:27:46.783919+00
       2919 | ug4       |                   6 |      1332 |     0 |             0 | 2018-04-05 12:16:08.173682+00
       2904 | ug4       |                   6 |      1385 |     0 |             0 | 2018-04-05 15:24:57.937704+00
       2920 | ug4       |                   6 |      1332 |     0 |             0 | 2018-04-05 20:55:38.796797+00
       2921 | ug4       |                   6 |      1381 |     0 |             0 | 2018-04-06 09:28:35.297306+00
       2887 | ug4       |                   6 |      4063 |     0 |             0 | 2018-04-06 10:20:33.170519+00
       2903 | ug4       |                   6 |      1336 |     0 |             0 | 2018-04-06 10:52:11.74098+00
       2895 | ug4       |                   6 |      1984 |     0 |             0 | 2018-04-06 11:24:46.940075+00
       2907 | ug4       |                   6 |      3865 |     0 |             0 | 2018-04-06 11:25:05.641269+00
       2896 | ug4       |                   6 |      1384 |     0 |             0 | 2018-04-09 07:16:44.915641+00
(271 rows)

