project_id,tenant_id,academic_session_id,person_id,rank,contacted_timestamp,registered_timestamp,suitability
4394,ug4      ,8,6874,0,2020-03-17 12:44:28+00,2020-03-04 14:42:45+00,1
4437,ug4      ,8,6878,0,                      ,                      ,1
4468,ug4      ,8,6878,1,2020-02-29 16:39:18+00,2020-02-24 18:51:06+00,2
4467,ug4      ,8,6878,3,2020-02-29 17:11:50+00,2020-02-28 14:42:19+00,2
4466,ug4      ,8,6878,2,2020-02-29 17:21:01+00,2020-02-28 14:42:09+00,2
4465,ug4      ,8,6878,4,2020-02-29 17:29:11+00,2020-02-28 14:42:27+00,1
4400,ug4      ,8,6892,4,                      ,2020-03-24 16:57:58+00,0
4403,ug4      ,8,6892,2,2020-03-25 22:40:22+00,2020-02-26 16:08:30+00,1
4487,ug4      ,8,6892,1,2020-03-27 11:42:56+00,2020-03-11 15:20:37+00,1
4466,ug4      ,8,6892,3,2020-03-15 05:41:04+00,2020-03-09 18:05:54+00,2
4571,ug4      ,8,6892,5,                      ,2020-02-29 18:44:24+00,0
4474,ug4      ,8,6892,6,2020-03-21 21:09:52+00,2020-02-29 17:52:38+00,0
4477,ug4      ,8,6892,0,2020-03-08 14:12:51+00,2020-02-29 18:21:36+00,2
4600,ug4      ,8,6896,0,                      ,                      ,1
4530,ug4      ,8,6896,2,2020-03-23 15:43:50+00,2020-03-11 22:37:11+00,1
4490,ug4      ,8,6896,3,                      ,2020-03-11 20:58:30+00,0
4513,ug4      ,8,6896,1,2020-03-22 10:33:45+00,2020-03-11 22:17:56+00,1
4546,ug4      ,8,6896,5,                      ,2020-03-11 22:15:41+00,0
4545,ug4      ,8,6896,4,2020-03-16 09:03:12+00,2020-03-11 22:38:07+00,0
4369,ug4      ,8,6909,2,2020-03-02 09:27:22+00,2020-02-28 16:30:39+00,1
4606,ug4      ,8,6909,3,2020-03-26 15:00:24+00,2020-03-12 10:47:28+00,2
4421,ug4      ,8,6909,1,2020-03-10 18:24:51+00,2020-02-25 12:20:37+00,2
4366,ug4      ,8,6909,0,2020-03-02 09:26:59+00,2020-02-28 16:30:36+00,1
4580,ug4      ,8,6909,5,                      ,2020-03-08 20:50:22+00,2
4501,ug4      ,8,6909,6,2020-03-11 15:10:56+00,2020-03-08 21:01:09+00,1
4549,ug4      ,8,6909,4,2020-03-20 11:54:51+00,2020-03-08 21:03:47+00,2
4499,ug4      ,8,6911,3,2020-03-03 12:17:34+00,2020-03-02 17:23:28+00,2
4498,ug4      ,8,6911,1,2020-03-05 14:50:08+00,2020-02-27 11:26:10+00,2
4461,ug4      ,8,6911,7,2020-03-05 11:47:30+00,2020-02-27 11:27:08+00,1
4438,ug4      ,8,6911,0,2020-03-04 15:46:55+00,2020-02-24 18:10:16+00,2
4370,ug4      ,8,6911,11,2020-03-05 07:55:24+00,2020-03-02 20:33:15+00,0
4478,ug4      ,8,6911,6,                      ,2020-03-06 12:14:41+00,1
4455,ug4      ,8,6911,2,2020-03-17 16:23:44+00,2020-03-04 22:31:21+00,2
4401,ug4      ,8,6911,10,2020-03-17 13:08:06+00,2020-03-05 00:31:58+00,1
4433,ug4      ,8,6911,9,2020-03-19 12:50:15+00,2020-02-27 13:20:28+00,1
4389,ug4      ,8,6911,8,2020-03-13 17:09:01+00,2020-03-04 23:36:07+00,2
4378,ug4      ,8,6911,5,2020-03-17 00:17:47+00,2020-02-26 17:20:51+00,1
4562,ug4      ,8,6911,4,                      ,2020-03-04 23:55:16+00,2
4569,ug4      ,8,6913,6,2020-03-27 05:35:58+00,2020-03-26 16:53:15+00,1
4474,ug4      ,8,6913,7,                      ,2020-03-26 17:01:56+00,0
4466,ug4      ,8,6913,2,2020-03-26 02:23:55+00,2020-03-21 14:01:07+00,2
4581,ug4      ,8,6913,3,2020-03-23 06:44:49+00,2020-03-21 14:12:15+00,2
4527,ug4      ,8,6913,0,2020-03-14 22:02:08+00,2020-03-08 23:52:13+00,2
4468,ug4      ,8,6913,1,2020-03-15 15:31:10+00,2020-03-08 23:58:09+00,0
4444,ug4      ,8,6913,5,2020-03-27 12:53:31+00,2020-03-26 16:50:15+00,1
4568,ug4      ,8,6913,4,2020-03-26 22:11:19+00,2020-03-26 16:47:36+00,1
4370,ug4      ,8,6940,2,2020-02-25 08:06:51+00,2020-02-24 19:39:03+00,1
4400,ug4      ,8,6940,4,                      ,2020-02-24 20:55:18+00,0
4364,ug4      ,8,6940,3,2020-02-25 08:18:11+00,2020-02-24 21:10:09+00,0
4398,ug4      ,8,6940,6,                      ,2020-03-03 20:22:21+00,1
4503,ug4      ,8,6940,5,2020-03-06 15:31:48+00,2020-03-03 20:21:56+00,2
4472,ug4      ,8,6940,1,                      ,2020-03-03 20:39:54+00,1
4471,ug4      ,8,6940,0,2020-03-17 10:54:43+00,2020-03-03 20:38:31+00,1
4411,ug4      ,8,6996,6,                      ,2020-02-24 11:21:33+00,0
4368,ug4      ,8,6996,5,2020-03-26 16:13:08+00,2020-03-10 21:33:43+00,1
4400,ug4      ,8,6996,8,                      ,2020-03-10 21:39:08+00,0
4587,ug4      ,8,6996,0,2020-03-02 18:11:35+00,                      ,2
4421,ug4      ,8,6996,7,                      ,2020-02-24 20:51:50+00,0
4612,ug4      ,8,6996,9,                      ,2020-03-25 12:48:29+00 |,
4366,ug4      ,8,6996,1,2020-03-26 16:12:37+00,2020-03-10 21:32:07+00,1
4369,ug4      ,8,6996,2,2020-03-26 16:12:52+00,2020-03-10 21:34:10+00,1
4543,ug4      ,8,6996,4,                      ,2020-03-10 21:35:18+00,1
4549,ug4      ,8,6996,3,                      ,2020-03-10 21:35:59+00,1
4515,ug4      ,8,6999,5,                      ,2020-03-26 16:05:35+00,1
4438,ug4      ,8,6999,12,                      ,2020-03-26 16:08:42+00,0
4453,ug4      ,8,6999,6,                      ,2020-03-26 16:11:37+00,1
4420,ug4      ,8,6999,11,                      ,2020-03-26 16:06:58+00,0
4414,ug4      ,8,6999,14,                      ,2020-03-26 16:11:05+00,0
4578,ug4      ,8,6999,7,                      ,2020-03-23 18:35:23+00,0
4401,ug4      ,8,6999,16,2020-03-24 10:46:54+00,2020-03-23 18:43:43+00,0
4405,ug4      ,8,6999,3,2020-03-25 15:49:54+00,2020-03-23 18:35:40+00,1
4506,ug4      ,8,6999,13,                      ,2020-03-26 16:09:09+00,0
4444,ug4      ,8,6999,0,                      ,2020-03-23 18:35:59+00,1
4580,ug4      ,8,6999,10,                      ,2020-03-23 18:35:10+00,0
4378,ug4      ,8,6999,1,2020-03-27 10:14:53+00,2020-03-26 16:10:32+00,1
4520,ug4      ,8,6999,17,                      ,2020-03-27 10:44:24+00 |,
4478,ug4      ,8,6999,18,                      ,2020-03-27 10:45:41+00,0
4530,ug4      ,8,6999,15,2020-03-26 15:54:06+00,2020-03-26 12:01:11+00,0
4396,ug4      ,8,6999,8,                      ,2020-03-26 11:33:54+00,0
4460,ug4      ,8,6999,9,                      ,2020-03-26 11:56:42+00,0
4398,ug4      ,8,6999,4,                      ,2020-03-26 11:59:48+00,1
4525,ug4      ,8,6999,2,                      ,2020-03-26 11:56:35+00,1
4414,ug4      ,8,7017,0,                      ,2020-03-04 21:19:26+00,0
4561,ug4      ,8,7017,2,                      ,2020-03-12 21:44:05+00,1
4392,ug4      ,8,7017,3,                      ,2020-03-12 22:11:14+00 |,
4405,ug4      ,8,7017,4,2020-03-20 13:25:15+00,2020-03-12 22:07:29+00,1
4553,ug4      ,8,7017,1,2020-03-13 09:55:04+00,2020-03-12 22:39:31+00,0
4494,ug4      ,8,7050,0,2020-03-02 17:16:28+00,2020-02-26 10:57:47+00,2
4458,ug4      ,8,7050,4,                      ,2020-03-08 11:45:55+00,1
4522,ug4      ,8,7050,2,2020-03-12 18:08:38+00,2020-03-08 11:17:59+00,2
4450,ug4      ,8,7050,1,2020-03-09 16:03:43+00,2020-03-08 11:30:51+00,2
4547,ug4      ,8,7050,3,2020-03-10 21:10:26+00,2020-03-08 11:36:46+00,2
4463,ug4      ,8,7060,1,                      ,2020-02-26 13:34:48+00 |,
4455,ug4      ,8,7060,2,2020-03-17 16:23:45+00,2020-02-26 13:35:08+00,0
4523,ug4      ,8,7060,3,                      ,2020-02-26 13:35:16+00,0
4388,ug4      ,8,7060,4,                      ,2020-02-26 13:35:23+00,0
4379,ug4      ,8,7060,5,2020-03-17 16:26:22+00,2020-02-26 13:35:28+00,0
4590,ug4      ,8,7060,0,2020-03-19 16:21:56+00,                      ,1
4495,ug4      ,8,7082,4,2020-03-14 12:12:55+00,2020-02-24 15:13:43+00,0
4414,ug4      ,8,7082,3,                      ,2020-02-24 18:01:57+00,0
4518,ug4      ,8,7082,0,2020-03-19 12:39:22+00,2020-02-24 12:55:03+00,1
4425,ug4      ,8,7082,1,                      ,2020-02-24 18:32:45+00,0
4410,ug4      ,8,7082,2,                      ,2020-02-24 20:18:43+00,0
4532,ug4      ,8,7115,0,                      ,                      ,1
4478,ug4      ,8,7115,2,2020-03-08 14:11:17+00,2020-02-24 22:35:08+00,1
4452,ug4      ,8,7115,1,2020-03-17 17:26:37+00,2020-02-24 22:39:05+00,1
4407,ug4      ,8,7115,3,2020-02-26 11:20:35+00,2020-02-24 22:41:28+00,1
4465,ug4      ,8,7115,4,2020-03-15 05:34:22+00,2020-02-24 22:33:16+00,2
4414,ug4      ,8,7118,5,                      ,2020-03-05 16:18:48+00,0
4421,ug4      ,8,7118,6,                      ,2020-03-05 16:18:55+00,0
4378,ug4      ,8,7118,2,2020-03-17 00:17:47+00,2020-03-05 16:12:31+00,1
4411,ug4      ,8,7118,1,2020-03-16 14:31:25+00,2020-03-05 16:15:04+00,1
4577,ug4      ,8,7118,7,                      ,2020-03-16 14:58:14+00,0
4388,ug4      ,8,7118,8,                      ,2020-03-16 15:00:03+00,0
4546,ug4      ,8,7118,9,                      ,2020-03-16 15:01:13+00,0
4526,ug4      ,8,7118,10,                      ,2020-03-16 15:02:03+00,0
4413,ug4      ,8,7118,4,                      ,2020-03-16 14:57:58+00,1
4606,ug4      ,8,7118,3,2020-03-26 15:00:10+00,2020-03-16 15:03:30+00,1
4398,ug4      ,8,7118,0,2020-03-16 17:00:00+00,2020-02-24 13:15:36+00,2
4432,ug4      ,8,7122,1,2020-03-26 17:34:40+00,2020-03-18 10:43:20+00,1
4516,ug4      ,8,7122,5,                      ,2020-02-24 23:36:40+00,0
4393,ug4      ,8,7122,6,                      ,2020-03-04 13:22:16+00,0
4360,ug4      ,8,7122,2,                      ,2020-02-24 18:11:14+00,1
4389,ug4      ,8,7122,7,                      ,2020-03-23 11:55:10+00,0
4454,ug4      ,8,7122,11,                      ,2020-03-18 10:28:14+00,0
4569,ug4      ,8,7122,4,2020-03-26 21:33:19+00,2020-03-23 23:40:41+00,0
4448,ug4      ,8,7122,8,2020-03-16 15:07:19+00,2020-03-04 15:27:27+00,0
4442,ug4      ,8,7122,9,2020-03-16 15:09:08+00,2020-02-24 17:55:02+00,0
4449,ug4      ,8,7122,10,2020-03-16 15:05:02+00,2020-02-24 17:55:59+00,0
4589,ug4      ,8,7122,3,                      ,2020-03-23 11:33:20+00,0
4436,ug4      ,8,7122,0,2020-03-26 17:36:48+00,2020-03-23 23:32:44+00,1
4445,ug4      ,8,7126,1,2020-03-11 12:25:47+00,2020-02-27 22:20:32+00,1
4458,ug4      ,8,7126,8,                      ,2020-02-27 21:58:02+00,1
4578,ug4      ,8,7126,0,                      ,2020-03-04 15:51:29+00,1
4576,ug4      ,8,7126,9,2020-03-11 15:11:25+00,2020-03-04 15:51:31+00,0
4471,ug4      ,8,7126,12,                      ,2020-02-27 22:44:07+00,0
4434,ug4      ,8,7126,7,2020-03-06 08:56:16+00,2020-02-27 21:56:53+00,2
4386,ug4      ,8,7126,10,                      ,2020-02-27 21:50:50+00,0
4612,ug4      ,8,7126,5,2020-03-23 19:05:47+00,2020-03-23 18:43:54+00,1
4446,ug4      ,8,7126,4,2020-03-11 12:26:26+00,2020-03-03 18:20:36+00,1
4549,ug4      ,8,7126,3,2020-03-20 11:54:59+00,2020-03-03 18:35:03+00,1
4455,ug4      ,8,7126,2,2020-03-17 16:23:45+00,2020-02-27 21:56:44+00,1
4443,ug4      ,8,7126,6,2020-03-11 12:27:07+00,2020-02-27 21:59:59+00,1
4370,ug4      ,8,7126,11,                      ,2020-02-27 21:52:05+00,0
4377,ug4      ,8,7149,0,2020-03-17 10:45:50+00,2020-02-24 14:07:41+00,1
4604,ug4      ,8,7149,4,                      ,2020-03-11 10:05:07+00 |,
4401,ug4      ,8,7149,7,2020-03-17 11:20:43+00,2020-02-24 14:10:59+00,0
4455,ug4      ,8,7149,5,2020-03-17 16:23:46+00,2020-02-24 14:17:19+00,0
4511,ug4      ,8,7149,2,2020-03-27 11:00:34+00,2020-03-14 11:34:41+00,1
4379,ug4      ,8,7149,6,2020-03-17 16:40:26+00,2020-02-24 14:09:31+00,0
4543,ug4      ,8,7149,3,2020-03-20 11:57:24+00,2020-03-05 09:28:14+00,2
4431,ug4      ,8,7149,1,2020-03-25 10:19:36+00,2020-03-05 09:21:50+00,1
4525,ug4      ,8,7150,3,2020-03-12 11:14:25+00,2020-03-09 14:27:49+00,1
4528,ug4      ,8,7150,4,2020-03-26 17:51:12+00,2020-03-09 19:29:07+00,1
4405,ug4      ,8,7150,5,2020-03-20 13:27:26+00,2020-03-15 17:20:09+00,1
4480,ug4      ,8,7150,2,2020-03-26 12:26:07+00,2020-03-09 19:30:04+00,2
4401,ug4      ,8,7150,6,2020-03-17 13:08:07+00,2020-03-09 19:29:13+00,1
4515,ug4      ,8,7150,0,2020-03-24 15:40:23+00,2020-03-09 19:29:04+00,1
4479,ug4      ,8,7150,1,2020-03-18 15:58:24+00,2020-03-09 19:27:11+00,1
4411,ug4      ,8,7159,6,2020-03-02 08:20:52+00,2020-02-24 20:24:47+00,1
4549,ug4      ,8,7159,3,2020-03-20 11:55:06+00,2020-02-29 14:10:59+00,2
4463,ug4      ,8,7159,2,2020-03-03 17:05:46+00,2020-02-29 14:19:33+00,2
4462,ug4      ,8,7159,0,2020-03-03 17:03:26+00,2020-02-24 20:30:17+00,1
4530,ug4      ,8,7159,4,2020-03-17 13:40:05+00,2020-02-24 20:52:39+00,1
4612,ug4      ,8,7159,5,2020-03-22 14:39:38+00,2020-03-21 12:43:57+00,2
4464,ug4      ,8,7159,1,2020-03-03 17:06:19+00,2020-02-29 14:20:24+00,1
4444,ug4      ,8,7160,2,2020-03-13 10:52:53+00,2020-03-11 00:17:36+00,1
4467,ug4      ,8,7160,4,2020-03-15 05:29:33+00,2020-02-26 10:13:18+00,1
4457,ug4      ,8,7160,5,                      ,2020-03-27 14:40:05+00 |,
4577,ug4      ,8,7160,1,2020-03-25 18:27:22+00,2020-03-04 11:19:36+00,2
4499,ug4      ,8,7160,0,2020-03-12 15:44:14+00,2020-03-06 19:05:20+00,1
4549,ug4      ,8,7160,7,                      ,2020-03-04 11:23:48+00,1
4466,ug4      ,8,7160,3,2020-03-15 05:31:50+00,2020-03-04 10:42:32+00,2
4544,ug4      ,8,7160,8,                      ,2020-03-04 10:29:34+00,0
4468,ug4      ,8,7160,6,2020-03-15 05:26:14+00,2020-02-24 15:22:41+00,1
4541,ug4      ,8,7576,0,                      ,                      ,1
4393,ug4      ,8,7576,4,                      ,2020-03-02 18:27:10+00,2
4436,ug4      ,8,7576,1,2020-03-19 12:54:37+00,2020-03-02 18:15:41+00,1
4471,ug4      ,8,7576,2,                      ,2020-03-02 18:22:39+00,2
4434,ug4      ,8,7576,3,2020-03-03 20:16:53+00,2020-03-03 14:01:05+00,1
4550,ug4      ,8,7683,0,                      ,                      ,1
4430,ug4      ,8,7683,1,                      ,2020-03-06 11:08:01+00,1
4455,ug4      ,8,7683,2,                      ,2020-03-21 15:58:48+00,0
4545,ug4      ,8,7683,3,                      ,2020-03-21 16:00:04+00 |,
4360,ug4      ,8,7683,4,                      ,2020-03-21 16:01:56+00 |,
4500,ug4      ,8,7690,0,2020-03-03 12:19:22+00,2020-02-24 11:45:16+00,1
4411,ug4      ,8,7690,7,2020-03-02 08:21:00+00,2020-02-24 11:31:51+00,1
4400,ug4      ,8,7690,6,2020-03-15 21:30:04+00,2020-02-26 15:51:12+00,1
4427,ug4      ,8,7690,4,2020-03-10 20:46:04+00,2020-02-27 15:09:33+00,1
4499,ug4      ,8,7690,3,2020-03-14 12:35:07+00,2020-03-10 17:00:57+00,1
4502,ug4      ,8,7690,2,2020-03-05 08:45:45+00,2020-03-04 21:14:45+00,1
4365,ug4      ,8,7690,5,2020-03-06 08:06:06+00,2020-03-05 19:22:40+00,1
4444,ug4      ,8,7690,8,2020-03-11 18:18:36+00,2020-02-25 13:45:21+00,2
4426,ug4      ,8,7690,1,2020-03-10 20:45:36+00,2020-02-24 12:52:01+00,1
4560,ug4      ,8,7698,0,                      ,                      ,1
4527,ug4      ,8,7698,2,                      ,2020-02-26 22:42:06+00,0
4513,ug4      ,8,7698,3,2020-03-27 12:16:52+00,2020-02-26 22:42:21+00,0
4526,ug4      ,8,7698,4,                      ,2020-02-26 22:43:16+00,0
4473,ug4      ,8,7698,1,2020-03-03 09:53:44+00,2020-02-26 22:42:40+00,2
4612,ug4      ,8,7701,1,2020-03-27 18:48:09+00,2020-03-26 16:34:47+00,1
4499,ug4      ,8,7701,5,2020-03-16 15:50:24+00,2020-02-24 22:14:41+00,1
4500,ug4      ,8,7701,6,2020-03-16 15:50:38+00,2020-02-24 22:32:18+00,1
4501,ug4      ,8,7701,4,2020-03-16 15:50:54+00,2020-02-24 21:05:17+00,1
4524,ug4      ,8,7701,2,                      ,2020-02-25 00:43:40+00,1
4545,ug4      ,8,7701,3,2020-03-16 09:01:38+00,2020-02-25 19:49:27+00,2
4549,ug4      ,8,7701,0,2020-03-20 11:55:24+00,2020-03-02 19:21:53+00,2
4558,ug4      ,8,7705,0,                      ,                      ,1
4472,ug4      ,8,7705,3,                      ,2020-02-26 18:41:26+00,1
4436,ug4      ,8,7705,4,2020-03-19 12:54:35+00,2020-02-26 18:42:23+00,1
4392,ug4      ,8,7705,2,                      ,2020-02-26 18:47:20+00 |,
4471,ug4      ,8,7705,1,2020-03-10 10:58:22+00,2020-02-26 18:43:14+00,0
4527,ug4      ,8,7705,5,                      ,2020-02-26 18:39:25+00,0
4445,ug4      ,8,7708,4,2020-03-11 17:58:21+00,2020-02-24 13:50:06+00,2
4573,ug4      ,8,7708,3,2020-03-05 10:29:19+00,2020-03-04 19:25:52+00,1
4403,ug4      ,8,7708,1,2020-03-25 22:48:15+00,2020-03-04 20:06:53+00,2
4448,ug4      ,8,7708,0,2020-03-10 14:30:38+00,2020-02-25 14:28:24+00,2
4442,ug4      ,8,7708,2,2020-03-10 14:28:37+00,2020-03-10 14:26:24+00,2
4540,ug4      ,8,7712,0,2020-03-09 10:27:59+00,2020-02-27 15:21:46+00,1
4403,ug4      ,8,7712,5,                      ,2020-02-27 15:33:27+00,0
4466,ug4      ,8,7712,6,2020-03-15 14:37:50+00,2020-02-26 10:02:35+00,0
4467,ug4      ,8,7712,8,2020-03-15 14:53:45+00,2020-02-26 11:51:11+00,0
4571,ug4      ,8,7712,7,                      ,2020-03-25 11:12:00+00,0
4459,ug4      ,8,7712,3,2020-03-10 16:42:07+00,2020-03-09 21:28:44+00,1
4457,ug4      ,8,7712,2,                      ,2020-03-25 12:03:53+00,1
4605,ug4      ,8,7712,4,2020-03-26 14:58:51+00,2020-03-25 12:05:03+00,1
4438,ug4      ,8,7712,1,                      ,2020-03-09 14:44:10+00,1
4578,ug4      ,8,7716,5,2020-03-26 10:22:39+00,2020-03-24 14:40:13+00,0
4398,ug4      ,8,7716,4,2020-03-24 15:36:09+00,2020-03-24 14:26:30+00,2
4365,ug4      ,8,7716,3,2020-03-25 13:08:32+00,2020-03-25 12:37:14+00,1
4468,ug4      ,8,7716,9,2020-03-19 10:52:09+00,2020-03-19 10:15:38+00,0
4474,ug4      ,8,7716,7,                      ,2020-03-23 19:58:58+00,0
4497,ug4      ,8,7716,1,2020-03-23 01:01:55+00,2020-03-14 19:01:03+00,1
4513,ug4      ,8,7716,0,2020-03-22 10:25:21+00,2020-03-14 18:59:19+00,1
4427,ug4      ,8,7716,2,2020-03-24 14:59:21+00,2020-03-14 19:00:32+00,1
4527,ug4      ,8,7716,8,2020-03-23 17:35:31+00,2020-03-14 19:00:23+00,0
4530,ug4      ,8,7716,6,2020-03-25 09:29:43+00,2020-03-24 15:24:05+00,0
4456,ug4      ,8,7719,0,2020-03-19 15:38:26+00,2020-02-26 14:38:33+00,1
4468,ug4      ,8,7719,4,2020-03-15 15:04:25+00,2020-02-26 14:20:01+00,0
4466,ug4      ,8,7719,5,2020-03-15 14:36:16+00,2020-02-26 14:25:28+00,0
4389,ug4      ,8,7719,6,                      ,2020-02-26 14:27:50+00,0
4391,ug4      ,8,7719,1,                      ,2020-02-25 19:58:51+00,1
4467,ug4      ,8,7719,7,2020-03-15 14:53:51+00,2020-02-26 14:32:02+00,0
4540,ug4      ,8,7719,3,2020-03-09 10:28:00+00,2020-02-26 14:32:57+00 |,
4457,ug4      ,8,7719,2,                      ,2020-03-08 16:42:22+00,1
4474,ug4      ,8,7723,9,                      ,2020-03-13 02:44:20+00,0
4515,ug4      ,8,7723,2,2020-03-20 12:55:42+00,2020-03-13 02:51:38+00,2
4398,ug4      ,8,7723,1,2020-03-23 10:23:07+00,2020-03-13 02:42:07+00,2
4512,ug4      ,8,7723,4,2020-03-20 12:55:15+00,2020-03-13 02:42:45+00,1
4365,ug4      ,8,7723,8,2020-03-24 11:39:42+00,2020-03-16 07:30:02+00,0
4396,ug4      ,8,7723,10,                      ,2020-03-16 07:54:01+00,0
4405,ug4      ,8,7723,3,2020-03-20 13:28:30+00,2020-03-16 07:54:34+00,1
4367,ug4      ,8,7723,5,2020-03-25 10:51:59+00,2020-03-13 02:41:52+00,1
4540,ug4      ,8,7723,0,2020-03-16 08:46:39+00,2020-03-13 02:48:12+00,1
4444,ug4      ,8,7723,7,2020-03-19 12:45:38+00,2020-03-13 02:48:45+00,1
4456,ug4      ,8,7723,6,                      ,2020-03-16 08:18:40+00,1
4466,ug4      ,8,7724,8,2020-03-15 14:33:41+00,2020-02-25 18:42:47+00,1
4438,ug4      ,8,7724,3,2020-03-04 17:59:08+00,2020-02-25 18:31:59+00,1
4392,ug4      ,8,7724,6,                      ,2020-03-20 23:15:55+00,2
4485,ug4      ,8,7724,11,                      ,2020-03-20 23:16:12+00,1
4411,ug4      ,8,7724,4,2020-03-13 07:09:56+00,2020-03-11 16:26:34+00,1
4379,ug4      ,8,7724,7,2020-03-17 16:37:07+00,2020-03-11 20:19:43+00,1
4581,ug4      ,8,7724,5,2020-03-23 06:49:09+00,2020-03-20 23:05:50+00,2
4573,ug4      ,8,7724,2,2020-03-25 15:37:21+00,2020-03-24 14:48:44+00,2
4403,ug4      ,8,7724,0,2020-03-25 22:03:26+00,2020-03-20 23:06:19+00,2
4459,ug4      ,8,7724,10,                      ,2020-03-20 23:07:29+00,1
4458,ug4      ,8,7724,12,                      ,2020-03-20 23:12:10+00,1
4456,ug4      ,8,7724,13,                      ,2020-03-20 23:14:42+00,1
4507,ug4      ,8,7724,9,2020-03-23 11:47:48+00,2020-03-20 23:17:32+00,2
4487,ug4      ,8,7724,1,2020-03-27 11:47:33+00,2020-03-20 23:02:17+00,1
4467,ug4      ,8,7725,2,2020-03-15 14:53:56+00,2020-02-26 11:34:13+00,1
4536,ug4      ,8,7725,5,                      ,2020-02-26 11:32:48+00,1
4513,ug4      ,8,7725,10,2020-03-11 12:26:38+00,2020-02-26 10:38:09+00,0
4524,ug4      ,8,7725,4,                      ,2020-02-28 12:18:50+00,1
4380,ug4      ,8,7725,3,2020-03-13 13:04:51+00,2020-03-03 13:55:36+00,1
4547,ug4      ,8,7725,9,                      ,2020-02-28 12:15:48+00,0
4499,ug4      ,8,7725,0,2020-03-09 10:21:02+00,2020-02-28 12:14:22+00,1
4466,ug4      ,8,7725,7,2020-03-15 14:31:30+00,2020-03-03 16:36:47+00,1
4468,ug4      ,8,7725,8,2020-03-15 15:04:32+00,2020-03-03 16:36:57+00,1
4457,ug4      ,8,7725,6,                      ,2020-03-11 17:55:54+00,1
4427,ug4      ,8,7725,1,2020-03-27 10:34:27+00,2020-02-26 11:40:32+00,1
4497,ug4      ,8,7728,8,2020-03-19 13:09:00+00,2020-02-25 20:27:57+00,1
4386,ug4      ,8,7728,3,                      ,2020-02-25 20:24:32+00,1
4370,ug4      ,8,7728,1,                      ,2020-02-25 20:37:24+00,2
4445,ug4      ,8,7728,4,2020-03-11 12:25:57+00,2020-02-25 20:28:33+00,2
4576,ug4      ,8,7728,0,2020-03-12 15:01:08+00,2020-03-03 22:12:44+00,1
4578,ug4      ,8,7728,5,2020-03-12 15:01:30+00,2020-03-03 22:13:23+00,2
4473,ug4      ,8,7728,11,2020-03-01 17:33:10+00,2020-02-25 20:44:48+00,2
4458,ug4      ,8,7728,10,                      ,2020-02-26 00:42:04+00,1
4573,ug4      ,8,7728,2,2020-03-12 15:00:44+00,2020-03-03 22:14:18+00,1
4446,ug4      ,8,7728,7,2020-03-11 12:26:27+00,2020-02-25 20:28:38+00,2
4470,ug4      ,8,7728,9,2020-03-03 19:41:52+00,2020-03-03 19:03:22+00,2
4364,ug4      ,8,7728,6,                      ,2020-02-25 20:30:10+00,1
4445,ug4      ,8,7731,1,                      ,2020-02-27 16:47:30+00,1
4545,ug4      ,8,7731,22,2020-03-16 09:03:13+00,2020-02-27 16:51:54+00,0
4478,ug4      ,8,7731,14,                      ,2020-02-27 16:43:18+00,0
4414,ug4      ,8,7731,19,                      ,2020-02-27 16:51:14+00,0
4411,ug4      ,8,7731,20,                      ,2020-02-27 16:51:32+00,0
4392,ug4      ,8,7731,21,                      ,2020-02-27 16:51:46+00 |,
4523,ug4      ,8,7731,13,                      ,2020-02-27 16:40:34+00,0
4485,ug4      ,8,7731,10,                      ,2020-02-27 16:42:50+00,1
4395,ug4      ,8,7731,11,                      ,2020-02-27 16:35:41+00,0
4394,ug4      ,8,7731,12,                      ,2020-02-27 16:38:44+00,0
4474,ug4      ,8,7731,15,                      ,2020-02-27 16:44:32+00,0
4421,ug4      ,8,7731,16,                      ,2020-02-27 16:48:57+00,0
4465,ug4      ,8,7731,8,2020-03-15 05:33:42+00,2020-02-27 16:52:15+00,1
4413,ug4      ,8,7731,9,                      ,2020-02-27 16:53:13+00,1
4561,ug4      ,8,7731,6,                      ,2020-02-27 16:49:54+00,1
4447,ug4      ,8,7731,3,                      ,2020-02-27 16:52:33+00,1
4446,ug4      ,8,7731,2,                      ,2020-02-27 16:52:45+00,1
4476,ug4      ,8,7731,5,                      ,2020-02-27 16:44:07+00,1
4507,ug4      ,8,7731,17,2020-03-23 11:47:47+00,2020-02-27 16:50:11+00,0
4481,ug4      ,8,7731,18,2020-03-27 09:27:40+00,2020-02-27 16:50:21+00 |,
4472,ug4      ,8,7731,7,                      ,2020-02-27 16:52:04+00,1
4471,ug4      ,8,7731,4,                      ,2020-02-27 16:45:17+00,1
4513,ug4      ,8,7731,0,2020-03-11 12:27:13+00,2020-02-27 16:40:44+00,2
4360,ug4      ,8,7734,6,                      ,2020-02-24 20:25:47+00,2
4478,ug4      ,8,7734,8,2020-03-16 16:33:26+00,2020-02-24 14:10:19+00,0
4479,ug4      ,8,7734,1,2020-03-16 16:32:25+00,2020-02-24 13:42:40+00,1
4469,ug4      ,8,7734,4,2020-03-20 23:38:28+00,2020-03-04 12:45:01+00,1
4465,ug4      ,8,7734,9,2020-03-15 15:35:33+00,2020-03-04 12:44:04+00,0
4525,ug4      ,8,7734,3,2020-03-19 18:15:50+00,2020-03-04 12:42:48+00,1
