student_id,rank
8063.0,0.0
7741.0,8.0
8137.0,2.0
5214.0,3.0
7741.0,4.0
8224.0,0.0
8224.0,1.0
5214.0,4.0
7698.0,2.0
7698.0,3.0
7698.0,4.0
7698.0,1.0
8155.0,5.0
8155.0,2.0
7712.0,5.0
7747.0,6.0
5214.0,9.0
5214.0,10.0
7997.0,6.0
8149.0,12.0
5024.0,3.0
7576.0,4.0
7785.0,0.0
7576.0,1.0
7576.0,2.0
7701.0,0.0
6911.0,0.0
8029.0,1.0
5387.0,2.0
8146.0,5.0
8346.0,5.0
7731.0,5.0
7808.0,9.0
7898.0,4.0
8146.0,3.0
8188.0,10.0
8188.0,11.0
8146.0,7.0
7966.0,3.0
8106.0,3.0
8106.0,8.0
8257.0,2.0
7935.0,8.0
7793.0,7.0
7966.0,2.0
7935.0,0.0
7781.0,9.0
7966.0,6.0
7724.0,6.0
7724.0,11.0
7888.0,0.0
6999.0,5.0
7812.0,0.0
8188.0,2.0
8103.0,6.0
6724.0,0.0
8284.0,24.0
8100.0,0.0
8257.0,0.0
8284.0,14.0
7761.0,5.0
8284.0,11.0
7973.0,0.0
8257.0,1.0
7882.0,1.0
8094.0,3.0
7973.0,15.0
7723.0,9.0
8334.0,3.0
6996.0,9.0
7875.0,5.0
7973.0,4.0
8008.0,0.0
8121.0,6.0
7966.0,1.0
6866.0,3.0
6909.0,0.0
8314.0,0.0
7716.0,3.0
8340.0,1.0
6711.0,4.0
7888.0,6.0
8326.0,5.0
8326.0,7.0
8140.0,6.0
8140.0,7.0
7969.0,1.0
7808.0,5.0
7870.0,0.0
8314.0,2.0
8314.0,3.0
8029.0,4.0
7812.0,6.0
8106.0,2.0
8314.0,4.0
7888.0,8.0
7888.0,7.0
8314.0,8.0
8314.0,6.0
8094.0,5.0
7723.0,2.0
8106.0,7.0
8106.0,6.0
8346.0,1.0
8176.0,2.0
8346.0,2.0
8346.0,3.0
7955.0,8.0
7955.0,10.0
6863.0,0.0
7705.0,5.0
8176.0,3.0
8127.0,1.0
6844.0,13.0
7159.0,2.0
7793.0,2.0
7935.0,10.0
8014.0,4.0
8014.0,7.0
7793.0,4.0
6711.0,8.0
7793.0,3.0
7980.0,9.0
7980.0,15.0
7980.0,8.0
6711.0,6.0
6548.0,5.0
6869.0,1.0
6892.0,1.0
7724.0,4.0
5215.0,7.0
7082.0,0.0
7747.0,0.0
6863.0,4.0
7060.0,1.0
7060.0,2.0
7060.0,3.0
7060.0,4.0
7060.0,5.0
7060.0,0.0
5061.0,5.0
8152.0,0.0
8152.0,1.0
7741.0,1.0
7955.0,13.0
7955.0,11.0
7955.0,12.0
7741.0,12.0
7774.0,4.0
7781.0,7.0
7781.0,5.0
7973.0,20.0
7895.0,3.0
7741.0,5.0
6872.0,5.0
7741.0,9.0
8070.0,0.0
5214.0,11.0
5214.0,12.0
8349.0,8.0
8349.0,0.0
8349.0,1.0
8127.0,6.0
7750.0,0.0
7793.0,8.0
7716.0,9.0
7955.0,1.0
7955.0,2.0
8143.0,4.0
7955.0,6.0
7955.0,5.0
7983.0,6.0
7990.0,6.0
7907.0,0.0
6896.0,0.0
7812.0,5.0
8089.0,3.0
6650.0,1.0
7804.0,5.0
6705.0,0.0
8089.0,4.0
8089.0,1.0
8089.0,0.0
8283.0,1.0
8288.0,0.0
8393.0,6.0
7827.0,3.0
7728.0,4.0
5387.0,11.0
5387.0,12.0
7728.0,0.0
5387.0,6.0
7126.0,8.0
6854.0,2.0
7846.0,5.0
5387.0,4.0
7159.0,0.0
7846.0,6.0
8127.0,2.0
6844.0,16.0
6844.0,17.0
6854.0,6.0
6844.0,4.0
8025.0,4.0
8025.0,3.0
8305.0,1.0
7724.0,7.0
8121.0,1.0
7882.0,4.0
7761.0,7.0
7846.0,8.0
7846.0,7.0
6863.0,2.0
8287.0,7.0
8346.0,9.0
8346.0,12.0
8337.0,5.0
8291.0,0.0
8302.0,2.0
7761.0,2.0
7761.0,3.0
8302.0,4.0
7761.0,4.0
8149.0,2.0
8149.0,3.0
6711.0,9.0
7867.0,1.0
8343.0,0.0
8283.0,6.0
8283.0,4.0
8393.0,9.0
7774.0,1.0
7888.0,12.0
7774.0,2.0
7854.0,7.0
6854.0,1.0
7969.0,3.0
7969.0,4.0
8396.0,3.0
8396.0,4.0
8396.0,6.0
8396.0,0.0
8396.0,1.0
7935.0,2.0
7771.0,3.0
8288.0,5.0
7969.0,5.0
7712.0,6.0
7712.0,8.0
7969.0,9.0
7969.0,7.0
8349.0,2.0
7854.0,9.0
6940.0,6.0
8115.0,4.0
8005.0,6.0
7827.0,1.0
3595.0,4.0
7867.0,4.0
8005.0,2.0
8218.0,3.0
8005.0,0.0
5255.0,5.0
7819.0,7.0
7819.0,10.0
7728.0,5.0
8014.0,1.0
8014.0,0.0
7898.0,6.0
6866.0,4.0
6714.0,3.0
8346.0,6.0
8392.0,15.0
8392.0,19.0
8392.0,2.0
7771.0,0.0
8343.0,2.0
6844.0,0.0
8039.0,4.0
6999.0,12.0
6999.0,6.0
7761.0,8.0
7757.0,10.0
6705.0,2.0
7122.0,6.0
8014.0,5.0
8014.0,6.0
6711.0,1.0
7874.0,0.0
6702.0,11.0
7990.0,2.0
7827.0,0.0
7741.0,0.0
8176.0,0.0
8127.0,0.0
8127.0,3.0
8337.0,18.0
8149.0,10.0
8185.0,8.0
7874.0,6.0
8346.0,10.0
8346.0,11.0
8346.0,7.0
8291.0,2.0
8291.0,3.0
8291.0,4.0
5214.0,6.0
7728.0,11.0
7728.0,10.0
7948.0,4.0
8115.0,7.0
6548.0,8.0
5214.0,2.0
8359.0,1.0
8085.0,4.0
3595.0,2.0
6548.0,0.0
8382.0,8.0
8382.0,11.0
7741.0,13.0
8287.0,1.0
8382.0,4.0
6896.0,2.0
7754.0,5.0
7781.0,1.0
7781.0,0.0
6896.0,3.0
6896.0,1.0
6702.0,7.0
7990.0,4.0
6714.0,9.0
7771.0,1.0
7771.0,4.0
8133.0,10.0
8152.0,4.0
7734.0,1.0
7576.0,3.0
5255.0,6.0
7708.0,3.0
6714.0,0.0
7126.0,0.0
6857.0,1.0
7863.0,3.0
6857.0,5.0
7932.0,5.0
7126.0,9.0
7126.0,12.0
7690.0,3.0
7768.0,2.0
7880.0,0.0
7768.0,3.0
6844.0,1.0
8085.0,2.0
6844.0,2.0
8043.0,1.0
6844.0,5.0
7827.0,2.0
6844.0,6.0
5255.0,4.0
6844.0,7.0
6844.0,8.0
6844.0,9.0
7017.0,0.0
6844.0,10.0
8393.0,8.0
6844.0,11.0
7935.0,9.0
6844.0,12.0
6844.0,15.0
6711.0,2.0
7768.0,4.0
6857.0,0.0
6702.0,10.0
5215.0,5.0
8305.0,3.0
7737.0,3.0
8146.0,6.0
8124.0,0.0
8149.0,9.0
8140.0,5.0
7149.0,2.0
7737.0,8.0
7737.0,6.0
8314.0,1.0
8085.0,5.0
8085.0,6.0
7874.0,5.0
6711.0,0.0
7708.0,1.0
7690.0,2.0
5090.0,14.0
7149.0,6.0
8094.0,1.0
5387.0,3.0
8195.0,0.0
5096.0,3.0
6702.0,5.0
6711.0,5.0
8326.0,6.0
7880.0,3.0
8005.0,5.0
8085.0,0.0
8085.0,1.0
7785.0,5.0
7785.0,7.0
7737.0,0.0
7867.0,8.0
8314.0,11.0
8314.0,9.0
8314.0,10.0
8314.0,5.0
8124.0,4.0
8001.0,3.0
6650.0,6.0
8182.0,2.0
8146.0,4.0
8392.0,7.0
8392.0,11.0
6866.0,6.0
8179.0,5.0
6866.0,5.0
6650.0,10.0
8188.0,4.0
7118.0,5.0
7149.0,3.0
7118.0,6.0
6844.0,3.0
6844.0,14.0
7891.0,3.0
8179.0,0.0
8179.0,1.0
7724.0,5.0
8143.0,3.0
8143.0,2.0
6999.0,11.0
8143.0,1.0
6999.0,14.0
8201.0,1.0
7724.0,2.0
6866.0,1.0
8179.0,7.0
8179.0,8.0
8179.0,9.0
8179.0,3.0
8179.0,6.0
8179.0,4.0
7118.0,2.0
7118.0,1.0
6869.0,2.0
7874.0,4.0
8284.0,7.0
8284.0,2.0
8393.0,10.0
7808.0,11.0
7990.0,1.0
7774.0,5.0
6548.0,1.0
8112.0,4.0
7741.0,11.0
7801.0,3.0
6650.0,13.0
6650.0,14.0
6781.0,2.0
6860.0,9.0
6872.0,4.0
6860.0,0.0
6702.0,8.0
6714.0,2.0
7149.0,1.0
8121.0,0.0
8121.0,2.0
6860.0,8.0
7724.0,0.0
6860.0,6.0
8224.0,3.0
6860.0,4.0
6860.0,5.0
6860.0,2.0
6860.0,3.0
6860.0,1.0
8173.0,6.0
6548.0,7.0
7983.0,1.0
7983.0,0.0
3595.0,3.0
5255.0,2.0
8320.0,5.0
5255.0,3.0
7898.0,0.0
8314.0,7.0
7870.0,6.0
6650.0,3.0
7854.0,3.0
7757.0,11.0
8284.0,3.0
8070.0,2.0
7737.0,2.0
7785.0,3.0
7875.0,3.0
7126.0,7.0
8130.0,0.0
8130.0,1.0
8130.0,2.0
8047.0,8.0
7159.0,4.0
8143.0,0.0
8070.0,1.0
8221.0,5.0
6999.0,7.0
8284.0,20.0
6582.0,7.0
6650.0,8.0
8070.0,4.0
8070.0,6.0
7898.0,1.0
6863.0,3.0
6872.0,2.0
7846.0,3.0
8340.0,5.0
6911.0,11.0
7870.0,9.0
8283.0,9.0
7683.0,1.0
7757.0,0.0
8137.0,5.0
8130.0,4.0
7757.0,6.0
7757.0,4.0
7875.0,1.0
7725.0,4.0
7725.0,3.0
6650.0,2.0
7870.0,5.0
8393.0,11.0
7690.0,5.0
7846.0,2.0
7846.0,1.0
7846.0,0.0
7959.0,0.0
7725.0,9.0
7725.0,0.0
7973.0,13.0
7973.0,14.0
7973.0,10.0
6413.0,6.0
7870.0,3.0
7870.0,2.0
7854.0,6.0
7793.0,0.0
6413.0,0.0
8400.0,5.0
6781.0,7.0
7891.0,5.0
6413.0,4.0
7757.0,3.0
7973.0,12.0
8320.0,0.0
7997.0,4.0
7997.0,10.0
8288.0,4.0
8109.0,2.0
6911.0,6.0
7880.0,5.0
8164.0,1.0
7875.0,0.0
7160.0,5.0
8164.0,3.0
8164.0,4.0
8164.0,2.0
8320.0,7.0
8320.0,8.0
6940.0,5.0
5226.0,5.0
8288.0,2.0
8179.0,10.0
7723.0,1.0
8070.0,3.0
7793.0,6.0
7724.0,10.0
6857.0,6.0
6548.0,3.0
7734.0,4.0
8033.0,0.0
7935.0,3.0
7935.0,5.0
7723.0,4.0
7734.0,9.0
8323.0,3.0
8112.0,1.0
8100.0,2.0
8100.0,1.0
7846.0,4.0
8284.0,10.0
8149.0,0.0
8284.0,9.0
8343.0,3.0
6866.0,0.0
8001.0,0.0
8149.0,17.0
8149.0,5.0
8149.0,6.0
8112.0,5.0
8112.0,6.0
6861.0,3.0
7734.0,3.0
8033.0,4.0
8033.0,3.0
8033.0,2.0
7994.0,2.0
6548.0,9.0
7159.0,5.0
7160.0,1.0
7160.0,0.0
7781.0,6.0
7160.0,7.0
8121.0,5.0
8121.0,4.0
7882.0,5.0
7160.0,3.0
7160.0,8.0
6857.0,3.0
7017.0,2.0
7017.0,3.0
7017.0,4.0
6874.0,5.0
7017.0,1.0
7883.0,5.0
7883.0,4.0
8173.0,3.0
8109.0,1.0
6913.0,2.0
6913.0,3.0
7683.0,2.0
7683.0,3.0
7683.0,4.0
6548.0,6.0
8109.0,8.0
8109.0,6.0
8109.0,4.0
8323.0,4.0
8109.0,5.0
7842.0,4.0
7842.0,6.0
7842.0,9.0
8001.0,5.0
7867.0,5.0
8109.0,3.0
7867.0,7.0
8094.0,6.0
7925.0,1.0
8112.0,0.0
7719.0,2.0
6999.0,16.0
5215.0,0.0
8188.0,9.0
8115.0,3.0
7785.0,9.0
7785.0,10.0
6617.0,5.0
7987.0,1.0
7987.0,3.0
7907.0,4.0
7907.0,6.0
6617.0,6.0
7907.0,5.0
7987.0,2.0
7724.0,12.0
7724.0,13.0
7898.0,2.0
6999.0,3.0
7801.0,7.0
7862.0,4.0
5215.0,6.0
8188.0,3.0
8188.0,5.0
8014.0,3.0
8017.0,3.0
8017.0,2.0
6617.0,3.0
6617.0,2.0
8284.0,13.0
8185.0,4.0
8284.0,4.0
8149.0,8.0
7980.0,4.0
8185.0,0.0
7808.0,0.0
7987.0,7.0
8188.0,1.0
7987.0,5.0
8066.0,3.0
7980.0,19.0
8188.0,7.0
6617.0,0.0
7836.0,2.0
6617.0,4.0
8283.0,11.0
8112.0,3.0
7994.0,6.0
7963.0,0.0
7963.0,1.0
7963.0,2.0
7963.0,3.0
7963.0,4.0
7050.0,4.0
3577.0,5.0
3577.0,1.0
6724.0,1.0
8167.0,4.0
8167.0,5.0
8323.0,1.0
7925.0,2.0
7997.0,5.0
8069.0,6.0
7997.0,8.0
7836.0,4.0
7836.0,3.0
8115.0,5.0
7789.0,2.0
7789.0,1.0
7987.0,0.0
8218.0,2.0
7741.0,7.0
7808.0,8.0
7808.0,4.0
6909.0,5.0
8323.0,0.0
7836.0,0.0
8161.0,17.0
6650.0,11.0
8161.0,18.0
8161.0,19.0
8063.0,11.0
8063.0,9.0
8063.0,10.0
8063.0,5.0
5226.0,1.0
5226.0,3.0
5096.0,13.0
5096.0,6.0
5096.0,11.0
5226.0,4.0
5226.0,0.0
8195.0,2.0
6724.0,2.0
8022.0,1.0
8022.0,4.0
8022.0,3.0
7913.0,0.0
6999.0,13.0
7882.0,3.0
8284.0,18.0
7875.0,4.0
8022.0,0.0
6714.0,1.0
8400.0,12.0
8017.0,5.0
8149.0,16.0
8149.0,13.0
8149.0,4.0
8400.0,13.0
8400.0,14.0
8400.0,8.0
8070.0,5.0
8084.0,5.0
8084.0,3.0
7737.0,7.0
8069.0,10.0
8069.0,9.0
7994.0,3.0
7925.0,3.0
6854.0,0.0
8084.0,0.0
5096.0,4.0
7951.0,2.0
8287.0,9.0
6617.0,1.0
7951.0,7.0
7951.0,12.0
7951.0,15.0
7951.0,6.0
8069.0,8.0
8047.0,0.0
8047.0,1.0
8069.0,5.0
7951.0,16.0
8084.0,6.0
8069.0,2.0
8173.0,4.0
7990.0,3.0
6714.0,6.0
7913.0,5.0
7913.0,4.0
8173.0,5.0
8084.0,2.0
8097.0,3.0
7990.0,0.0
8005.0,8.0
7875.0,2.0
6869.0,0.0
8161.0,1.0
8124.0,2.0
7836.0,1.0
6872.0,6.0
8115.0,0.0
8115.0,6.0
6999.0,0.0
8161.0,13.0
8133.0,17.0
7728.0,2.0
8133.0,16.0
6854.0,3.0
7973.0,2.0
6999.0,10.0
8179.0,2.0
5215.0,1.0
5215.0,2.0
5215.0,3.0
5215.0,4.0
7757.0,7.0
7757.0,8.0
7757.0,9.0
7082.0,1.0
7082.0,2.0
6582.0,9.0
8025.0,0.0
7976.0,7.0
7907.0,2.0
6705.0,4.0
6705.0,3.0
6863.0,5.0
6866.0,2.0
8173.0,7.0
7882.0,0.0
6705.0,1.0
8167.0,8.0
5061.0,6.0
7976.0,10.0
8133.0,14.0
7781.0,12.0
8084.0,1.0
7907.0,3.0
6872.0,3.0
8097.0,0.0
7801.0,6.0
8340.0,6.0
8137.0,4.0
8097.0,1.0
8149.0,18.0
8167.0,1.0
7854.0,0.0
7948.0,1.0
8133.0,0.0
7976.0,12.0
7976.0,4.0
7976.0,6.0
8025.0,5.0
8155.0,10.0
8025.0,6.0
8025.0,8.0
8025.0,9.0
8340.0,0.0
7801.0,5.0
7728.0,7.0
6548.0,10.0
7765.0,4.0
8400.0,7.0
7716.0,7.0
7712.0,7.0
5061.0,3.0
5061.0,2.0
8133.0,3.0
8133.0,4.0
8029.0,0.0
8161.0,5.0
7862.0,1.0
8161.0,7.0
8161.0,9.0
8161.0,10.0
8161.0,20.0
8161.0,8.0
7862.0,5.0
7862.0,2.0
6874.0,3.0
8014.0,2.0
7895.0,5.0
8362.0,6.0
8362.0,7.0
7980.0,10.0
7980.0,12.0
7980.0,13.0
7804.0,0.0
7980.0,16.0
7980.0,7.0
7987.0,4.0
8284.0,1.0
7833.0,1.0
7804.0,2.0
7823.0,0.0
7874.0,1.0
7874.0,2.0
7976.0,2.0
7823.0,3.0
7823.0,4.0
8396.0,7.0
7987.0,6.0
8287.0,0.0
5871.0,3.0
5871.0,4.0
8287.0,4.0
8287.0,3.0
8287.0,2.0
8362.0,0.0
8362.0,1.0
8362.0,3.0
8362.0,2.0
7808.0,10.0
7983.0,3.0
7150.0,4.0
7750.0,3.0
8161.0,0.0
6702.0,3.0
7750.0,6.0
8396.0,2.0
5096.0,2.0
8029.0,7.0
8195.0,1.0
8161.0,3.0
8362.0,5.0
7951.0,8.0
7951.0,13.0
5096.0,14.0
5061.0,4.0
7895.0,2.0
6413.0,3.0
7895.0,1.0
7757.0,2.0
7757.0,1.0
7830.0,6.0
7754.0,6.0
8109.0,7.0
7712.0,3.0
7808.0,7.0
8029.0,3.0
8029.0,2.0
8284.0,26.0
7823.0,2.0
7823.0,1.0
7754.0,2.0
7754.0,1.0
5255.0,0.0
8283.0,2.0
6874.0,4.0
7980.0,2.0
8283.0,0.0
8392.0,10.0
7716.0,1.0
7122.0,2.0
7955.0,7.0
7159.0,1.0
8047.0,2.0
8047.0,4.0
8047.0,5.0
5861.0,1.0
7801.0,8.0
7731.0,17.0
7731.0,18.0
5096.0,7.0
7980.0,17.0
7734.0,2.0
7122.0,7.0
7731.0,7.0
7731.0,4.0
7932.0,1.0
7966.0,4.0
7690.0,8.0
8284.0,23.0
8284.0,22.0
8283.0,10.0
8283.0,13.0
7716.0,0.0
8284.0,6.0
8103.0,4.0
8176.0,1.0
8288.0,6.0
7804.0,6.0
5096.0,10.0
8356.0,1.0
8356.0,3.0
7797.0,0.0
6650.0,7.0
7160.0,6.0
7895.0,9.0
8089.0,2.0
7895.0,10.0
6872.0,8.0
8173.0,1.0
8173.0,0.0
8091.0,4.0
8326.0,8.0
7781.0,10.0
7781.0,11.0
8337.0,7.0
7716.0,2.0
8133.0,11.0
8133.0,8.0
7690.0,1.0
8198.0,0.0
7708.0,0.0
7716.0,8.0
7955.0,4.0
5255.0,1.0
6892.0,3.0
8198.0,1.0
7115.0,4.0
7750.0,4.0
7731.0,0.0
7797.0,2.0
7734.0,5.0
7734.0,7.0
7734.0,0.0
8158.0,0.0
7122.0,11.0
8124.0,1.0
7948.0,5.0
7948.0,6.0
8124.0,5.0
8091.0,1.0
8008.0,2.0
8063.0,2.0
7126.0,10.0
8063.0,6.0
8063.0,7.0
7785.0,4.0
7785.0,1.0
7898.0,5.0
8185.0,3.0
8185.0,2.0
7935.0,6.0
8124.0,3.0
8284.0,17.0
7761.0,0.0
8305.0,7.0
8305.0,10.0
8185.0,5.0
8185.0,6.0
7935.0,4.0
7761.0,9.0
8091.0,0.0
8127.0,4.0
5096.0,5.0
8305.0,20.0
8349.0,6.0
7969.0,10.0
8008.0,3.0
8008.0,4.0
8008.0,10.0
7969.0,0.0
7833.0,3.0
7728.0,9.0
8008.0,11.0
6702.0,9.0
6702.0,1.0
8149.0,14.0
8149.0,7.0
6711.0,7.0
6705.0,5.0
8352.0,1.0
8352.0,0.0
6702.0,2.0
8185.0,12.0
8185.0,14.0
8287.0,5.0
8185.0,15.0
8185.0,16.0
8185.0,7.0
7948.0,0.0
7150.0,5.0
6861.0,0.0
7754.0,4.0
7744.0,2.0
7744.0,3.0
7785.0,6.0
7744.0,4.0
7744.0,1.0
7801.0,1.0
6856.0,9.0
6856.0,8.0
6856.0,4.0
8103.0,2.0
7804.0,4.0
6896.0,5.0
6856.0,1.0
6856.0,2.0
6856.0,3.0
7895.0,6.0
7935.0,1.0
7888.0,3.0
8091.0,3.0
7969.0,2.0
7969.0,6.0
7969.0,8.0
7888.0,10.0
7126.0,5.0
8167.0,6.0
7854.0,2.0
5226.0,2.0
5387.0,7.0
7883.0,1.0
7883.0,0.0
6711.0,3.0
8149.0,15.0
7959.0,5.0
7883.0,6.0
8311.0,0.0
8311.0,1.0
8311.0,2.0
8311.0,3.0
8311.0,4.0
8311.0,5.0
8311.0,6.0
8311.0,7.0
8311.0,8.0
6711.0,10.0
6861.0,5.0
7925.0,4.0
8185.0,1.0
7737.0,5.0
6856.0,0.0
6856.0,7.0
6856.0,6.0
7050.0,2.0
7050.0,1.0
8008.0,1.0
8020.0,1.0
7725.0,7.0
7725.0,8.0
8020.0,3.0
8020.0,2.0
8008.0,6.0
8167.0,0.0
6869.0,4.0
7122.0,4.0
7959.0,1.0
7959.0,3.0
8008.0,5.0
7973.0,18.0
8343.0,1.0
8008.0,7.0
8008.0,8.0
7973.0,1.0
6856.0,5.0
7804.0,3.0
7888.0,11.0
7959.0,6.0
7959.0,7.0
7854.0,5.0
7959.0,8.0
7959.0,9.0
7050.0,3.0
6857.0,4.0
7883.0,3.0
7797.0,3.0
7888.0,9.0
8284.0,25.0
8167.0,3.0
6711.0,11.0
6711.0,12.0
7723.0,8.0
7723.0,10.0
8121.0,7.0
8121.0,3.0
8349.0,4.0
8349.0,7.0
8020.0,4.0
7737.0,1.0
